subject	age	country	sex	education	race	hispanic_ethnicity
581d38509b5b8800014d507e	39	US	Male	16	White	No
58211fc787f6b90001f13f90	40	US	Male	16	White	No
5825e055e81ab100013f16ce	29	US	Male	16	Multiple	No
582c71a66ef28c00019a1068	34	US	Male	12	White	No
583748dafb65a0000128b059	39	US	Male	16	American Indian or Alaska Native	Yes
58380cb9f1faf8000129673a	28	US	Male	14	White	No
583c47973f1540000163f02b	35	US	Male	12	White	No
583f12f545073d0001fac52d	36	US	Male	16	White	No
588e3172bc9f190001487eb8	38	US	Female	12	White	No
58935d5d4d77be0001689f14	32	US	Male	14	White	No
58a43e029a17120001d910d5	39	US	Female	12	White	No
58dd769642b8e500017159d5	25	US	Female	12	Black or African American	No
58f76757fb4d7500014af761	30	US	Female	16	White	No
59014ee029f42300013cc5b7	35	US	Female	14	White	Yes
5928b6414a05920001393ecf	31	US	Female	12	White	No
594936ad4152bf0001bfd5cd	29	US	Female	12	White	No
594a964c215cbd000146de75	33	US	Female	16	American Indian or Alaska Native	Yes
594a969df0ea1b0001558178	30	US	Male	18	White	No
594ad91fa6fb8200018f720c	23	US	Female	12	Multiple	No
594c13bdb9380200018809c9	40	US	Male	12	White	No
594c1e5a9160cb00011d6474	30	US	Male	16	White	No
59598e604c20120001517c99	39	US	Male	12	White	No
595c5846faf83d0001494a68	28	US	Male	16	White	No
596fea64a5c32a0001584755	30	US	Female	16	White	No
59715b4b50e2f000016fe00e	37	US	Male	16	White	No
597761dfd5ddf60001d14b20	37	US	Male	16	Asian	No
59a07638bfd73c00010ea394	23	US	Male	12	Black or African American	No
59b0106d834a170001d6061c	38	US	Female	16	White	No
59b700a26039190001eaa9df	31	US	Male	18	Black or African American	No
59d5c894c732930001d88b5e	30	US	Male	16	White	Yes
59d662aa0c0c7100015b9af6	40	US	Male	16	Asian	No
5a01e188ab721b0001ef7134	36	US	Male	14	White	No
5a04869ff2e3460001edad2e	31	US	Male	12	White	No
5a348ea750833c0001ee9550	35	US	Female	16	White	No
5a35ecbf57d4450001236fd3	30	US	Male	18	Multiple	No
5a4aef0b56ec1100014a3e76	32	US	Female	16	White	No
5a4c1ecaefd8df0001d34305	30	US	Male	12	White	No
5a4c358dac413f0001e608b5	37	US	Male	16	White	No
5a5e94a7eedc32000142cd08	26	US	Male	12	White	No
5a6ff39ef660ae0001a9837e	25	US	Female	12	White	No
5a776b5aae9a0b0001a9631d	36	US	Male	16	White	No
5a78dbb9ae9a0b0001a97212	35	US	Male	16	White	No
5a78e410ae9a0b0001a97274	31	US	Female	14	White	No
5a7ab4c0f1408d0001761db7	24	US	Female	16	Asian	No
5a876665ae9a0b0001a9fbe3	34	US	Male	16	White	No
5a8ac2d8f49c9a0001f3ab34	35	US	Female	12	Black or African American	No
5a94ca1a873cda0001dc7147	32	US	Male	16	White	No
5a98b39b89de8200013ef94f	25	US	Male	16	Black or African American	No
5a99f17035237b0001128ff2	39	US	Female	18	White	No
5a9dd8b1873cda00010d18c5	28	US	Female	12	White	No
5aa3609e6475f90001a04905	25	US	Female	14	White	No
5aa6e29435237b0001130d68	27	US	Female	18	Asian	No
5aadbe52811b2000016f7633	36	US	Male	18	White	No
5ab659566db3e700011bf121	18	US	Female	12	White	No
5ab7c19e1667e40001d7cd93	30	US	Female	16	White	No
5abe6156e1546900019bc55d	29	US	Male	14	White	No
5ac4c730f69e940001d977e1	28	US	Male	16	Black or African American	No
5ac5300f9534ba0001c7446b	39	US	Male	16	White	No
5ac6ca185cd105000162499d	33	US	Female	21	White	No
5acb69b70527ba0001c25872	26	US	Female	8	White	No
5ad0f1934d061300011b0a4d	28	US	Male	12	White	No
5ad7835e9c198c0001fad31a	34	US	Female	12	White	No
5adef850eb60400001539109	25	US	Male	12	White	Yes
5adf3828dee8590001b05860	35	US	Male	16	White	No
5ae3a41d32ef52000131a531	24	US	Male	12	Black or African American	No
5ae7f99bd5ec5e000175f097	40	US	Male	12	White	No
5aee513f3606ab0001b92b29	37	US	Male	12	White	No
5aee59100ccc2e000185937c	35	US	Female	14	White	No
5af238825847970001e34baf	22	US	Female	12	White	No
5af309960eca060001b15b47	25	US	Male	16	White	No
5af491b6222e4d0001877572	40	US	Female	16	White	No
5afa5252672ea800010d97e6	35	US	Female	18	White	No
5b0481d17ac6e4000107e12a	37	US	Male	16	White	No
5b066e00f58f8400018b0906	33	US	Male	12	White	No
5b0cb441444cef0001ca5fbd	38	US	Male	14	Multiple	No
5b0eca46bd9c310001567c4f	29	US	Male	14	White	Yes
5b15307351caaf0001228d9b	32	US	Female	12	White	No
5b182365316c630001abff4f	36	US	Female	18	White	No
5b2913910ec82d0001d2578d	29	US	Male	12	White	No
5b3e2334cdb4ce0001d93c51	34	US	Male	16	White	Yes
5b48a9e14acd54000132a67f	38	US	Male	16	White	No
5b4a54b4ee41890001ae51b6	35	US	Male	14	White	No
5b4a6e57d317a20001e2d051	30	US	Female	18	Asian	No
5b5c8d4e10aec90001ed4bee	23	US	Female	16	White	No
5b5d13d25256470001bc5ef2	27	US	Male	12	White	No
5b666901f7798c000182c01c	38	US	Male	12	White	No
5b667e3fdc84c6000173edc2	35	US	Male	12	White	No
5b6ba7cdda5066000131f002	20	US	Male	12	Asian	No
5b76d0f5fca8d9000139404c	32	US	Male	14	White	No
5b7c877f9dc643000172043d	39	US	Male	18	White	No
5b9530390f85f600015705bf	32	US	Female	16	White	No
5b9dd322f074140001050095	35	US	Female	12	White	No
5ba064c10d4416000157a224	32	US	Male	16	Black or African American	No
5ba840da26605b00013c8119	23	US	Male	16	White	No
5ba854ed7c0ebe0001272f2d	31	US	Male	16	White	No
5ba855d47c0ebe0001272f70	28	US	Male	16	White	No
5ba961b460f3d500016a2970	37	US	Female	12	White	No
5bb7d8139b5f7e0001d43a6c	32	US	Female	16	Multiple	Yes
5bb8740a0cb04c00014f72e9	27	US	Female	16	Multiple	No
5bbe6691ba8d7d0001951ef9	24	US	Female	16	Black or African American	Yes
5bc0ac845a09ea00012e2d30	35	US	Female	12	White	No
5bc0d0366aa4490001d8c359	20	US	Male	14	White	No
5bc151ece6491a00013a21f3	32	US	Female	14	White	No
5bc5356e65cfb8000154bd82	33	US	Male	16	White	No
5bcc60b95c2b810001dc68e2	27	US	Male	21	White	No
5bd4cb4f25db7b000179488d	30	US	Female	12	Black or African American	No
5be2991826f9ec00013f6f40	26	US	Male	16	White	No
5be299deca095c0001ba3035	25	US	Male	12	White	No
5be31629e69dde0001a2fdd3	29	US	Female	18	White	Yes
5bea832a4fbb6f00017ea3e9	35	US	Male	12	Black or African American	No
5bf24404e938aa0001dfb845	25	US	Female	21	Asian	No
5bf28a086d4c3e00014410f7	22	US	Male	12	Black or African American	No
5bf4f905345b9b00016eda45	32	US	Male	8	White	Yes
5c060efc891bb4000121c377	40	US	Male	14	White	No
5c06b3f64a2b7b0001c3c185	37	US	Female	16	Multiple	Yes
5c0a22affe40eb00016262b6	28	US	Female	16	White	No
5c109903e6eb4e0001b29e44	30	US	Female	16	White	No
5c134ee7e32f86000165ba0d	24	US	Female	12	White	No
5c16e72c91defa000115c8ec	31	US	Male	16	White	No
5c17294778ee390001ab19e5	25	US	Male	16	White	No
5c172ff811fe9a00013e2252	30	US	Female	16	Black or African American	Yes
5c284ae48e845b0001fc40aa	37	US	Male	16	White	No
5c28e9dfda51990001e3204b	38	US	Female	14	White	No
5c2a92b4b8e5f900015b3f58	31	US	Female	16	White	No
5c3a925919ceb400010c9344	22	US	Male	12	White	No
5c44116c4fe4f800016e53ff	31	US	Female	16	White	No
5c48ca334635bf000171c13f	34	US	Female	14	White	No
5c4e3977c0783c00016936f9	28	US	Male	14	White	No
5c4e9bd1818d4d00013e8859	31	US	Female	14	White	No
5c535974b7cf140001d308d3	29	US	Female	12	White	No
5c573f18d3cc6b0001d9dbc3	30	US	Male	16	Black or African American	No
5c58e01e6f4ec5000164c35a	30	US	Female	12	White	No
5c5a19299404f10001ff8cbf	22	US	Male	12	White	No
5c64189eede39b0001c39e61	35	US	Male	8	Multiple	Yes
5c65c74edbd74600014664cc	25	US	Male	12	White	No
5c6ac9e5d9c5be000174497f	28	US	Female	12	White	No
5c6b4a3da5064f0001e8b0b1	30	US	Female	16	Black or African American	Yes
5c70ec7954de160001af45d8	24	US	Male	16	Asian	No
5c78b032419dcc0014119082	37	US	Male	16	White	No
5c797e227fd8050001c3fe07	39	US	Male	12	White	No
5c800507a1d4b900114f28c4	31	US	Male	12	White	No
5c8974ef34daa70015e92daf	33	US	Male	18	Black or African American	No
5c92cda483617d0010bef1b8	32	US	Male	16	Asian	No
5c958b7bd676900001e1a73b	24	US	Female	12	White	No
5c9a7872e2a8d00001585513	33	US	Male	16	White	No
5c9a7a644a640200171c0cc2	32	US	Female	18	White	No
5c9ebf067114700016da2813	31	US	Male	14	Multiple	Yes
5ca4bade374f11000118f010	23	US	Male	12	White	No
5ca5181bcaf0100001c13705	24	US	Female	16	White	No
5caa7f8c0d95570013d82f2f	33	US	Female	18	White	Yes
5cab7cc86d3a6e001519d9e9	34	US	Male	12	White	No
5cb568ebf0e31e0017d9bf32	38	US	Female	14	White	No
5cb5ff63931852001cf69b28	40	US	Male	16	White	No
5cb63178d946580001e4cef4	29	US	Female	12	Multiple	No
5cbb78d664170f00011d7c4f	26	US	Female	16	White	No
5cc489df3e74d80001198974	23	US	Female	8	White	No
5cc5e72ce3c44e0015fdf990	28	US	Not listed: nonbinary	14	White	No
5ccba9db385fbf0001f55fd6	35	US	Female	16	White	No
5ccc60abe787e000167f8143	23	US	Male	12	White	Yes
5cd01055c24ebe0001f9fd40	27	US	Male	12	Multiple	No
5cd063ce657e300016f6c95a	31	US	Male	14	Multiple	No
5cd3ff1ac99584000199dd15	37	US	Male	16	White	No
5cdad620eae6f70019d4e950	33	US	Male	16	White	No
5ce203d24cf9960001797537	23	US	Male	16	Asian	No
5ced82e372abf2000174775e	29	US	Male	16	White	No
5cfb5233df7d70001619ca90	24	US	Male	16	White	No
5cfe7510d987a800178eab1a	36	US	Male	16	White	Yes
5d0a7c784cf0d90018b049c6	26	US	Female	16	White	No
5d10102523f6320017c63e07	28	US	Female	16	Black or African American	No
5d1534993fa4550019cf8aec	27	US	Male	16	White	No
5d158f6419d2ed0001e2120c	19	US	Female	12	White	No
5d16c3c940218700189a0f04	21	US	Male	14	White	Yes
5d17a2c94d7eea00170c3aca	25	US	Male	16	Multiple	No
5d193535601cd70017727028	37	US	Female	12	White	No
5d1ba5653788ac0019ced548	39	US	Female	16	White	Yes
5d1beb9c9e033e0017a725dc	36	US	Male	18	Black or African American	No
5d1d0270601cd7000172942f	27	US	Female	16	White	No
5d1e2045a37a4d001a1fc2cb	23	US	Male	14	Black or African American	No
5d22a2a5d75330001a7a3cc2	23	US	Male	12	White	No
5d269fedf6dec40019b87a59	36	US	Male	16	White	Yes
5d296b94d7d4940015e62ca6	34	US	Female	21	Multiple	No
5d2a3561d3edf900018016a1	36	US	Male	16	White	No
5d2fbee1fb16450018a7a023	36	US	Male	16	White	No
5d332957d0635b00013bd785	27	US	Male	14	White	No
5d33df509ce6590001010852	34	US	Female	12	White	No
5d3522b6eac3d50017df02cb	39	US	Male	21	Asian	No
5d378df21acda30001e7191e	22	US	Male	12	White	Yes
5d3bcf190e510a001b3df200	21	US	Female	12	Multiple	Yes
5d3cc9010e510a00013df6f6	23	US	Male	12	White	Yes
5d3df9b23bf3780015abf56f	26	US	Female	16	White	No
5d4254db5b2c430001418a3c	39	US	Female	12	White	No
5d44b06e62ed9000017ad64c	19	US	Female	12	Black or African American	No
5d467b03da637a00154b9507	21	US	Male	12	Black or African American	No
5d48fcc5643eb80001fb43fa	29	US	Male	16	White	No
5d49fbb01da04c001a407042	25	US	Female	14	Black or African American	No
5d4a476144cb2200195e96ad	40	US	Female	12	Multiple	Yes
5d4b14caed2dfc0001a22c1a	39	US	Female	14	White	No
5d4b265b72db9d0015e8aac6	30	US	Male	16	White	No
5d4cdc63ec9aa0000112ae43	37	US	Male	16	White	Yes
5d5315f889849a0001a76d1a	37	US	Female	16	Black or African American	No
5d53bffa147a7d00015aae5a	30	US	Female	16	White	No
5d54beb0c15b0700018d0211	35	US	Male	18	White	No
5d5b063e4c0011001904de43	34	US	Female	16	White	No
5d5be747b80b900015eda31e	33	US	Female	18	White	No
5d5dc2d37bfc8400013b653c	21	US	Female	12	White	Yes
5d62ac66d989a40018236bbf	22	US	Not listed: Nonbinary	12	White	No
5d63867550d0dd0017805976	39	US	Male	16	White	No
5d6513f46f5284000118ef1d	23	US	Male	14	White	No
5d76d2f7daf4bf00164d585b	28	US	Female	21	White	No
5d7850851841fc0001e9c64d	32	US	Female	12	White	No
5d7cefc73f9ae70018b400f1	40	US	Male	12	White	No
5d7e7207461e51001c5c236c	24	US	Male	16	Asian	No
5d7f79e7e41ee70018d9164a	39	US	Female	12	White	No
5d847ac9be4b0b00188463d7	25	US	Male	12	White	No
5d859977611c9700152f11a1	29	US	Male	16	White	No
5d8793d36c53380015139da9	24	US	Male	18	White	No
5d8a29c082fec30001d9c24a	31	US	Male	12	White	No
5d90298097a2130015f3fa3c	32	US	Male	12	White	No
5d96eeed1998fb00177f6b71	24	US	Female	16	Asian	No
5d9f5c0702dca80018822b8e	37	US	Male	16	White	No
5da23c68cf775d001724d361	29	US	Female	12	White	No
5da360b12e89480010ef417a	20	US	Male	12	White	Yes
5db1142453bf830017fc744c	29	US	Male	18	White	Yes
5dbf704fa3f5cb40876271fc	32	US	Female	12	White	No
5dc7870428e0d566b626bcb9	40	US	Female	14	White	No
5dc87423f9d4a05edf6fa10d	40	US	Female	16	White	No
5dcb685070d51c8275d7bd54	26	US	Male	16	White	No
5dcc3ec7db13278d75c8622f	37	US	Female	16	White	No
5dcc5fee28e3148e8009491e	24	US	Male	12	White	No
5dcca2db88381e92c96b9ac5	28	US	Female	16	White	No
5dcebf4ad2c3e0000ab3debe	36	US	Female	16	White	No
5dceeba4144b510411fb4566	37	US	Female	18	White	No
5dd0749782569a156ed4f658	29	US	Male	16	White	No
5dd0840cf83c9f1603dcf0e8	23	US	Male	16	White	No
5dd29e4e2274972a5d4ada96	24	US	Male	16	White	No
5dd3285739bca132e4786d37	39	US	Male	12	White	No
5dd43c63390fb6428d4974f0	38	US	Female	18	White	No
5dd91a879dac7c8a7a36fecf	26	US	Male	12	White	No
5dd95432cf08aa8dc50bb42a	31	US	Male	16	White	No
5dd984381096ea907a3272f2	21	US	Male	12	White	No
5ddd1dd2b48da3c63a3ccdbb	35	US	Male	16	White	No
5ddd92855daaa6d095854780	38	US	Male	12	White	No
5de33ff0cc246f3633dc01d2	35	US	Male	16	White	No
5deb3c192235ad24f4a21826	29	US	Female	14	White	No
5decaac46e09cf3792805023	28	US	Male	14	White	Yes
5dededfd2f942d492d0e36d7	26	US	Female	16	White	No
5dedf0483711364928753ecd	37	US	Male	16	Asian	No
5dee896cf87f5552d3cd6502	36	US	Male	14	White	No
5dee933631a7e05381da6b02	33	US	Male	16	Black or African American	No
5df0eb850042e812ca51313a	36	US	Female	14	White	No
5df15bc3361a8506b94f79ed	34	US	Male	16	Asian	Yes
5df180b59b92b1098c0d5818	37	US	Female	16	White	No
5df2f36b617219204de98060	30	US	Male	12	Native Hawaiian or Other Pacific Islander	No
5e0047b3a99550c62bda2dd6	36	US	Female	12	White	No
5e08d48b7bf5721d51467348	28	US	Female	16	White	No
5e0a434b8676812de85037c3	33	US	Male	12	White	No
5e0d6dee4f40fb4f60fc0494	30	US	Female	16	Black or African American	No
5e10d288a2c6967a2c655aad	32	US	Male	18	White	No
5e164da4dee268000c5adf24	27	US	Not listed: non binary	12	White	No
5e18241da01d35102555c69b	28	US	Male	16	White	No
5e1b9951be8d633cb531644c	26	US	Male	16	Black or African American	No
5e1f7b2a4c9b832b34e7c9d3	31	US	Male	14	White	No
5e217a34e8ff3a469b5dfebc	23	US	Female	8	American Indian or Alaska Native	No
5e25ea083d2e1b82e39c0a1d	30	US	Female	Other	Multiple	No
5e26762aa8c1118a9d578c4d	32	US	Male	16	Black or African American	No
5e276da673bc15084160abd3	24	US	Male	12	Multiple	Yes
5e2b4e61a7f804000a55eee7	37	US	Male	21	White	No
5e2e7d79acf5fe45b62f859a	33	US	Female	18	Asian	No
5e387f2c0d70ef099d5e5a4f	40	US	Male	16	White	No
5e38e79295ff561112eae457	37	US	Male	12	White	No
5e3d775ce78aa1034d81f20d	36	US	Female	21	White	No
5e3dff6b8714b707b9a258b0	38	US	Male	16	White	No
5e44cd061aedc43572ba58b3	20	US	Male	12	White	No
5e455faf462e0802d9d9c3e2	28	US	Male	12	White	Yes
5e46d70ab1f1c5000d96800d	37	US	Male	14	Black or African American	No
5e4a1730c94447480594cea4	35	US	Female	16	White	No
5e4a2f23f64db74915406236	32	US	Male	18	White	No
5e4b793f03c92a08a6d28e3f	23	US	Male	12	Asian	No
5e4c86f49b48ae0c4af25e8e	34	US	Male	12	White	No
5e4d2e7f6603cd16888864e7	25	US	Female	14	White	Yes
5e4e844553bc702cdf68404d	23	US	Female	12	Multiple	No
5e5220711b676824eb24c172	28	US	Female	14	Black or African American	No
5e52411c31127d26040f4d3c	24	US	Male	16	White	No
5e53eb33ef87a902f39b1b77	26	US	Male	16	White	No
5e544727059e3744ccdd4c3b	32	US	Female	16	Black or African American	No
5e56a66121583601d3c3526a	27	US	Female	16	Asian	No
5e5731e3e1e8b90e25c1f3a2	40	US	Male	16	White	No
5e62dbd8142c3c08017d8728	25	US	Male	12	White	No
5e63e793e50a6316a75213c4	32	US	Male	16	White	No
5e63f502ff4913000ce60513	29	US	Male	16	White	No
5e6813ada1c2de09bc51d9b2	39	US	Male	12	White	No
5e683c4d6ca0f9000d3f35fe	34	US	Male	16	White	No
5e6d07de9cf1952cdc94bf61	31	US	Female	18	White	No
5e6ef5fbf14d264ae2ef3867	32	US	Male	16	Multiple	No
5e6fca371814a4594af2f420	30	US	Male	16	White	No
5e6fe3e20e34ca0aa955b116	21	US	Female	14	Black or African American	No
5e7129105f07e2038154621a	27	US	Male	18	White	No
5e753ccd65c9670a250a019b	19	US	Female	12	Black or African American	No
5e761a1c409bdd17b294f631	25	US	Female	18	Asian	No
5e76ea9839c4412605dd2070	24	US	Male	12	White	No
5e7b9a17aa127708ed804d16	36	US	Female	14	White	No
5e7d09e7f0a5a00c4a1ccf96	23	US	Male	16	White	No
5e7fefe06c12706d47e35211	23	US	Female	16	White	No
5e820eb36551aa02fd72e1dc	35	US	Male	12	White	No
5e87b3eb69fad10f1a85ba5d	21	US	Female	12	White	No
5e8a69c836bc63718a82cb90	30	US	Male	18	Asian	No
5e8cc937ee95da07853f938c	23	US	Female	14	White	No
5e974eb244b6d01f4117d2fa	21	US	Female	12	White	No
5e9aa65a9d211b140b6919f7	24	US	Female	12	Multiple	Yes
5e9b5d5193295f05c902b8d2	25	US	Male	16	Black or African American	No
5e9f29c46a466e0a35c28dea	21	US	Female	12	White	No
5e9f877ee0b0960f3d2b6d30	21	US	Male	12	Native Hawaiian or Other Pacific Islander	Yes
5e9fb7abfd5f41161dd5e86c	30	US	Male	16	White	No
5ea3694d838a642e5790ec0a	20	US	Female	12	White	No
5ea59a7f050d8e584db8fc9f	21	US	Male	12	White	No
5ea70b0537c5170b90ece8ac	31	US	Male	18	White	Yes
5ea8154dcfd4dd20473ed88e	29	US	Male	16	White	No
5ea89d0c5a0a9c12978f8263	38	US	Male	12	White	No
5ea9d795dec14d13eb7af3d9	32	US	Male	18	Multiple	No
5eae37af3ac6885048af8db3	25	US	Male	14	White	No
5eaf6d165753b3670ba59587	21	US	Female	12	White	No
5eb6df62c23fbf5e87db6b4b	31	US	Female	16	White	No
5eb9af967fbf4b0d17bbe946	32	US	Female	12	White	No
5ebb96b6cd673a0008ace9ce	25	US	Male	14	Asian	No
5ebd28d1daa4d019c5223494	33	US	Male	12	White	No
5ec17a2e02be030625eaff6e	34	US	Female	14	White	No
5ec3fd9d5bfab129aab8ea76	25	US	Female	12	White	No
5ec49137e7928537488485ea	29	US	Male	16	White	No
5ec59e86c9569f5e8000717b	36	US	Female	18	Asian	No
5ec6963cbd8f9609fa549c29	24	US	Female	16	White	Yes
5eca8de81197051fa92b5a6a	34	US	Female	18	White	No
5eced6d2509c242ecfef72f6	21	US	Male	12	Asian	No
5ecefd67a52fd0326edb9104	22	US	Female	12	White	Yes
5ed53833cb34a1098e5e2bce	27	US	Female	12	White	No
5ed856ab1f4a23368be98b1a	22	US	Male	16	White	Yes
5ed85fbefd7ffe37615b73a4	27	US	Female	12	White	No
5ed9711cfca3941553f2cfd8	34	US	Female	16	White	No
5edd2225676334a0e631b7d0	29	US	Female	21	White	Yes
5eddb464a77718acaaa72ab5	31	US	Female	16	White	No
5edf222d1b8bce1bdd61cd2d	21	US	Female	16	Multiple	No
5ee256134d95f435aa78964e	35	US	Female	16	White	Yes
5ee7f5443496da0e8d2203b9	25	US	Female	21	Asian	No
5eea8c867fc2f31a422f3332	30	US	Not listed: Non-binary	16	White	No
5eeba783164680119f2e30c7	27	US	Female	12	Black or African American	No
5eebe4e6e61002183aec9b70	25	US	Male	12	White	No
5eecf1789af5910cfeb71b53	21	US	Male	12	White	No
5eed22ef1537c7128cca6aaa	22	US	Male	16	White	No
5ef37831c37ebb0bbd2d3e03	26	US	Male	16	Asian	No
5ef3832ddd7d5a0f19b24f20	35	US	Male	21	White	Yes
5ef42ba59401801d9f859e2d	39	US	Male	12	White	No
5ef4b8cf1f15df0ae9c7a706	29	US	Male	21	Asian	No
5ef517ab79cf2c15b7452eda	30	US	Male	18	White	No
5ef6601481666334a551ebe7	23	US	Female	14	Asian	No
5ef8a12a3d2f1501130a10fe	20	US	Male	12	Asian	No
5ef90b249bafa50a311593ae	22	US	Male	12	White	Yes
5efaffccf90911000c95a3cb	31	US	Male	16	White	No
5efbdfe2d66b1418c2ba858a	34	US	Female	16	White	No
5effca0389eb590c6eed8d4d	20	US	Not listed: non-binary	12	Multiple	No
5f033adcd2fab64efd3502d2	39	US	Male	16	Asian	Yes
5f07b62e0e3ac43ea9d490c6	33	US	Female	12	Multiple	No
5f0d80235538920188691da0	37	US	Male	12	White	No
5f0f5df48a1b1a114c3dacc5	22	US	Female	8	Multiple	No
5f121091e95fdc03b5e897d0	29	US	Female	12	White	No
5f129bc4329d461f67269693	23	US	Female	16	Multiple	No
5f130f09fb14da018aa6bd19	24	US	Female	12	White	Yes
5f13c80de764c617c6b83856	22	US	Female	14	Other	Yes
5f14606495f8a710716e860e	35	US	Female	16	White	Yes
5f16c677bc5f86028f33fc62	21	US	Female	12	Multiple	No
5f18a43ed0b0db0b6f0fc067	31	US	Female	21	White	No
5f1fec6a43c2810190bb090c	38	US	Male	12	White	No
5f20958e8fd66c3a46f2a8ed	22	US	Female	16	Black or African American	No
5f2280c4a4474574b3704136	20	US	Female	12	White	No
5f22bdb732432502a2615f3f	31	US	Female	18	White	No
5f24993238b9f80892adf099	44	US	Female	21	Asian	No
5f276d8f38b9f857f5cebf21	36	US	Male	12	White	No
5f289485f876761d798df65c	31	US	Female	16	White	No
5f2afd90fcefd547f0ee556f	18	US	Female	12	Asian	Yes
5f2d53adba96c505ddce8cca	28	US	Male	18	White	No
5f2dad07a2eef40aaef6edb6	21	US	Female	12	Asian	No
5f2f0cf0d71f252d5f27fd43	24	US	Female	21	White	No
5f3847dff97940117558fe41	28	US	Male	18	White	No
5f3aff819bf5ad209a13d568	27	US	Female	12	Black or African American	No
5f3c23cbcee6b3a3c4faff76	24	US	Female	12	White	No
5f3ca79ef7a589000aec48a8	28	US	Male	12	White	No
5f3d42de03555c0832cbef73	20	US	Female	12	White	No
5f3d6975ef131710ed519c7a	33	US	Male	14	White	Yes
5f418cefd9276f12b4facdaf	30	US	Male	16	Multiple	No
5f42167916548e3e557a1e6a	25	US	Female	16	Asian	No
5f43f77111f9d6135624012a	32	US	Male	16	Multiple	No
5f48c192be8b6224c26c3e50	39	US	Female	12	White	No
5f49f3262a3d07563d14a7f1	28	US	Male	16	White	No
5f4c722074dfe876eaa57716	30	US	Female	14	White	No
5f4d296913fe2f98d46f520c	22	US	Female	12	Black or African American	No
5f4d3cb5fdda0b2c403fb801	25	US	Not listed: non-binary	14	Asian	No
5f4d53f96aa639a0d605052e	22	US	Female	16	Multiple	No
5f4e7311fe19f004679bd5c0	23	US	Male	12	White	No
5f4efbf90b8cc113d26921a4	23	US	Male	16	White	No
5f4f1795c7230316afc2b88a	35	US	Female	12	White	No
5f4fd146ee39f70f490889c9	24	US	Male	14	White	No
5f500418133110165a1539a9	26	US	Female	16	Black or African American	No
