subject	first_block	acc_slash	acc_z	acc_absent	acc_present	acc_global_LVF	acc_global_RVF	acc_local_LVF	acc_local_RVF	rt_global_LVF	rt_global_RVF	rt_local_LVF	rt_local_RVF	rt_overall	duration_s	exclude_many_gos	exclude_low_acc	exclude_low_rt	exclude_high_rt	headphonecheck_nCorrect	stereocheck_nCorrect	DL_right	DL_left	DL_other	DL_monoPctCorrect	DL_dualPctCorrect	DL_lat	ehi_i1_writing	ehi_i2_throwing	ehi_i3_toothbrush	ehi_i4_spoon	ehi_total	age	country	sex	education	race	hispanic_ethnicity	task_experience_response	task_experience_other_response	open_ended_feedback_response	DL_i1_clickhand
60cef7be32400c5dd5a5a10f	z	88.75	96.25	68.75	98.4375	100	96.875	100	96.875	563	612	587.5	603.5	590.5	1016.12	0	0	0	0	0	6	43	71	6	91.67	95	-24.561403508771928	-25	12.5	0	0	-12.5	27	US	Male	12	White	No	No	NA	NA	-100
60cf5539b37d771226c81bd2	slash	97.5	92.5	78.125	99.21875	100	100	96.875	100	386	419	469.5	458.5	428.5	630.852	0	0	0	0	1	5	46	59	15	100	87.5	-12.380952380952381	-25	12.5	0	-12.5	-25	22	UK	Female	14	White	No	No	NA	I'm very slightly hard of hearing and usually need subtitles	-50
60cfa8282c2d838ec7e98e95	z	95	95	78.125	99.21875	100	100	100	96.875	519.5	508	502.5	581	524.5	578.699	0	0	0	0	1	4	55	47	18	100	85	7.8431372549019605	-25	12.5	12.5	-12.5	-12.5	21	UK	Female	12	White	No	No	NA	NA	100
60d0709ffc9b494cf65a266c	slash	86.25	93.75	53.125	99.21875	100	96.875	100	100	411	402	533.5	512	454.5	501.497	0	0	0	0	6	6	38	32	50	54.17	58.33	8.571428571428571	-25	-25	-25	-25	-100	20	UK	Male	12	White	No	No	NA	NA	100
60d13d406f3b34d6791c8831	z	97.5	82.5	100	87.5	100	96.875	78.125	75	860	857.5	888.5	886.5	870.5	1103.573	0	0	0	0	6	6	42	65	13	100	89.17	-21.49532710280374	25	25	25	25	100	26	US	Male	12	White	No	No	NA	NA	100
60d20bdca2934c2104798fff	slash	93.75	96.25	78.125	99.21875	100	100	96.875	100	688.5	697	794.5	666.5	691	635.434	0	0	0	0	6	6	74	28	18	91.67	85	45.09803921568628	25	25	25	12.5	87.5	40	UK	Male	12	White	No	No	NA	NA	100
60d2c59451b12e36fb281477	z	95	97.5	96.875	96.09375	100	100	100	84.375	400	487.5	421.5	502.5	456	694.647	0	0	0	0	6	5	53	36	31	95.83	74.17	19.101123595505616	-25	-25	-25	-25	-100	28	UK	Male	18	White	No	No	NA	NA	-100
60d35fa71e56e17e064c2c1e	z	85	82.5	43.75	93.75	96.875	100	84.375	93.75	522.5	596	697	534.5	596	1141.225	0	0	0	0	4	0	50	50	20	79.17	83.33	0	25	25	0	12.5	62.5	21	UK	Male	12	Asian	No	No	NA	NA	-50
60d3740f31606cb50e49f00c	slash	76.25	78.75	84.375	75.78125	100	100	50	53.125	848	849.5	1976	1652	961.5	1229.672	0	0	0	0	5	6	56	47	17	83.33	85.83	8.737864077669903	25	25	0	25	75	32	US	Male	16	White	No	No	NA	NA	100
60d54e6c7c07f25c5b751491	slash	87.5	82.5	40.625	96.09375	100	100	93.75	90.625	394	422	558.5	464	432	3548.549	1	0	0	0	2	5	55	59	6	100	95	-3.508771929824561	-25	12.5	12.5	-12.5	-12.5	38	US	Female	16	White	No	No	NA	NA	100
60d5c363dd49bcb80e528806	z	72.5	58.75	87.5	60.15625	96.875	100	15.625	28.125	429	452.5	2000	2000	513	649.544	0	1	0	0	4	3	35	56	29	75	75.83	-23.076923076923077	-25	-25	-25	-25	-100	33	US	Female	18	White	No	No	NA	this was too repetative and went on too long	100
60d6562174087c2eccf2357f	z	95	93.75	81.25	97.65625	96.875	96.875	100	96.875	961.5	991	971	917	949	749.629	0	0	0	0	6	6	103	8	9	100	92.5	85.58558558558559	-25	-25	-25	-25	-100	34	US	Male	16	White	No	No	NA	I am not ambidextrous, but not consistently left handed... e.g. I swing right handed. Mouse right handed.	100
60d8c6bc9686529cdc824a49	z	96.25	91.25	84.375	96.09375	96.875	93.75	96.875	96.875	758.5	808.5	892.5	820.5	820.5	1240.95	0	0	0	0	6	6	62	33	25	100	79.17	30.526315789473685	25	25	25	25	100	37	US	Female	12	White	No	No	NA	that was great. thank you	0
60dd27004a74c325f5b22e17	z	96.25	90	75	97.65625	100	96.875	100	93.75	473	462.5	495	497.5	486.5	1978.691	0	0	0	0	4	6	72	15	33	75	72.5	65.51724137931035	-25	25	-12.5	-12.5	-25	20	UK	Male	12	White	No	No	NA	N/A	50
60ddf72ef11f891328449fb0	slash	87.5	98.75	93.75	92.96875	93.75	96.875	84.375	96.875	820.5	868	899	882	868	1294.093	0	0	0	0	6	6	78	20	22	100	81.67	59.183673469387756	-25	-12.5	0	-25	-62.5	24	UK	Female	18	White	No	No	NA	NA	50
60e0687e08d77efdaa4e9aa8	z	100	87.5	96.875	92.96875	100	96.875	87.5	87.5	605.5	666	822.5	801	694	1253.182	0	0	0	0	6	6	92	13	15	87.5	87.5	75.23809523809524	-25	12.5	12.5	12.5	12.5	23	UK	Female	14	White	No	No	NA	NA	100
60e0932282119517de61e37c	slash	100	100	100	100	100	100	100	100	810.5	789	824.5	835.5	819.5	622.99	0	0	0	0	6	3	47	45	28	83.33	76.67	2.1739130434782608	-25	12.5	25	0	12.5	24	UK	Female	16	White	No	No	NA	NA	100
60e3abf8c7ce5b28f917f5d3	z	81.25	78.75	78.125	80.46875	96.875	90.625	56.25	78.125	565	630	1329	881.5	806.5	979.334	0	0	0	0	6	6	74	19	27	79.17	77.5	59.13978494623656	25	25	25	0	75	21	US	Male	12	White	Yes	No	NA	NA	100
60e5e5b0ceabcb5d6c5f1dd0	z	81.25	80	15.625	96.875	96.875	100	90.625	100	406.5	406	505.5	448.5	435.5	1474.129	0	0	0	0	0	6	58	32	30	91.67	75	28.888888888888886	-12.5	0	-12.5	25	0	36	UK	Male	12	Asian	No	No	NA	NA	100
60e67bc1585c7158f6f9116a	z	98.75	96.25	93.75	98.4375	100	96.875	96.875	100	1031.5	967	1034	914	1005.5	1380.486	0	0	0	0	6	6	57	55	8	100	93.33	1.7857142857142856	-25	12.5	-12.5	-25	-50	33	UK	Female	12	White	No	No	NA	NA	100
60e6edaeed006606fe5d0419	slash	70	91.25	90.625	78.125	96.875	90.625	68.75	56.25	870.5	916.5	1106.5	1620.5	961.5	874.124	0	0	0	0	4	6	36	63	21	100	82.5	-27.27272727272727	25	12.5	12.5	12.5	62.5	35	US	Female	14	Black or African American	No	No	NA	NA	100
60e7044ddc2523fab6cbc0cd	slash	86.25	87.5	59.375	93.75	87.5	93.75	93.75	100	408.5	393	411.5	438.5	413	1176.915	0	0	0	0	6	6	50	58	12	95.83	90	-7.4074074074074066	25	25	25	25	100	30	US	Female	16	White	No	Yes	NA	NA	100
60e8a63f733f423be3da1846	z	97.5	97.5	90.625	99.21875	100	100	100	96.875	402	428	525.5	496	471.5	1140.158	0	0	0	0	6	6	99	11	10	95.83	91.67	80	25	25	25	12.5	87.5	33	US	Female	12	White	No	No	NA	NA	100
60e8b68c9033e23d58e9dcc0	z	70	68.75	28.125	79.6875	90.625	71.875	78.125	78.125	197	207.5	204	212.5	205	1565.401	0	0	0	0	0	5	47	56	17	91.67	85.83	-8.737864077669903	12.5	12.5	12.5	-12.5	25	33	US	Female	5	White	No	No	NA	NA	0
60e8f275f92d76c8f3a687bb	z	88.75	87.5	62.5	94.53125	100	84.375	93.75	100	1191.5	1257.5	1178.5	1163	1181	759.342	0	0	0	0	0	6	40	44	36	75	70	-4.761904761904762	25	-12.5	-25	25	12.5	29	UK	Female	18	Asian	No	No	NA	NA	100
60e9cbd27102b08fc616fbe6	slash	86.25	97.5	68.75	97.65625	96.875	93.75	100	100	673	727.5	664	695.5	692.5	616.094	0	0	0	0	6	6	33	68	19	95.83	84.17	-34.65346534653465	-25	-25	-12.5	-25	-87.5	30	US	Male	21	White	Yes	No	NA	NA	100
60ea57c074a703877f04330b	slash	78.75	83.75	59.375	86.71875	96.875	93.75	84.375	71.875	768.5	789	851	933.5	830.5	1447.023	0	0	0	0	6	6	62	28	30	83.33	75	37.77777777777778	25	12.5	25	12.5	75	30	US	Male	12	White	Yes	No	NA	All instructions and questions were clear and easy to understand had no issues.	100
60ea8e0a21b4d8ed9eddcc82	z	97.5	96.25	90.625	98.4375	100	96.875	96.875	100	391	434	440	400.5	417.5	546.72	0	0	0	0	6	6	65	43	12	100	90	20.37037037037037	-25	-25	-25	-25	-100	25	US	Male	12	Multiple	Yes	No	NA	NA	100
60eacff7b678411f44e11a12	slash	100	97.5	96.875	99.21875	100	96.875	100	100	468.5	489	501	492.5	488	1508.911	0	0	0	0	6	6	59	32	29	79.17	75.83	29.67032967032967	-25	-25	-12.5	-25	-87.5	24	UK	Female	16	White	No	No	NA	NA	-100
60edac38ac8045d6947c92c4	z	88.75	87.5	62.5	94.53125	100	87.5	93.75	96.875	438	426	517	550	474	1201.766	0	0	0	0	3	6	60	40	20	100	83.33	20	-25	-12.5	-12.5	-25	-75	22	UK	Female	16	White	No	No	NA	an option to go back on the instructions if you click the next button too quickly	-100
60edac884fef13c0b0660daf	z	83.75	82.5	68.75	86.71875	75	90.625	90.625	90.625	853.5	763.5	686	701.5	734	781.487	0	0	0	0	1	5	49	48	23	91.67	80.83	1.0309278350515463	-25	12.5	0	-12.5	-25	38	US	Female	12	White	No	No	NA	NA	100
60eec0367a7cc5ea6ed0e099	z	91.25	86.25	62.5	95.3125	93.75	87.5	100	100	618	768.5	666	854	707.5	1332.357	0	0	0	0	4	4	73	40	7	95.83	94.17	29.20353982300885	25	-25	-25	25	0	40	UK	Male	12	White	No	No	NA	NA	100
60ef047e8969715a3db7181a	z	77.5	72.5	53.125	80.46875	84.375	75	71.875	90.625	855.5	951	1210	992	1014	779.251	0	0	0	0	6	5	55	45	20	95.83	83.33	10	25	12.5	25	12.5	75	34	UK	Male	16	White	No	No	NA	NA	100
60f47fc03ca663a2425b8085	z	78.75	78.75	0	98.4375	100	100	100	93.75	405	345	417.5	374.5	374.5	661.51	1	0	0	0	4	6	16	84	20	95.83	83.33	-68	-12.5	-12.5	12.5	0	-12.5	34	US	Male	14	Black or African American	No	No	NA	NA	0
60f4e3ab507bbb123f866e88	z	68.75	60	50	67.96875	40.625	50	96.875	84.375	2000	1744.5	859.5	906.5	982.5	1045.045	0	0	0	0	6	6	31	59	30	100	75	-31.11111111111111	12.5	12.5	12.5	12.5	50	24	US	Female	16	Black or African American	No	No	NA	NA	50
60f5917414ac7d222d22db64	slash	86.25	98.75	84.375	94.53125	90.625	100	93.75	93.75	555	540	636	599.5	591	1119.296	0	0	0	0	6	6	73	26	21	100	82.5	47.474747474747474	-25	-12.5	-12.5	-25	-75	26	UK	Female	12	White	No	No	NA	NA	50
60f5d68c9b6838e7659f53af	slash	98.75	97.5	90.625	100	100	100	100	100	546	569	546	521	546	1032.126	0	0	0	0	6	6	65	34	21	100	82.5	31.313131313131315	25	12.5	-12.5	0	25	26	US	Male	16	Black or African American	No	No	NA	NA	100
60f74d68056e79023b681952	z	95	90	84.375	94.53125	96.875	84.375	100	96.875	441.5	449.5	436.5	483.5	452.5	788.346	0	0	0	0	6	6	24	85	11	100	90.83	-55.96330275229357	-25	-25	-25	-25	-100	25	US	Female	16	White	No	No	NA	N/A	100
60f8658bf9d1627d3bc87a3d	z	61.25000000000001	60	81.25	55.46875	93.75	96.875	21.875	9.375	531.5	466	2000	2000	959	1800.938	0	0	0	0	3	2	54	50	16	91.67	86.67	3.8461538461538463	25	25	25	25	100	32	UK	Female	8	White	No	No	NA	NA	50
60f94ae0c088d8cb4f4a39ff	z	97.5	97.5	96.875	97.65625	96.875	100	93.75	100	925.5	1004.5	1040	1004.5	1010	2182.792	0	0	0	0	6	6	67	39	14	100	88.33	26.41509433962264	-25	12.5	-12.5	-25	-50	35	UK	Female	12	White	No	No	NA	NA	0
60fb0deb007dc3a640662150	z	95	96.25	81.25	99.21875	100	96.875	100	100	567.5	631.5	640	665.5	633.5	1051.65	0	0	0	0	2	6	40	63	17	95.83	85.83	-22.330097087378643	25	-12.5	0	0	12.5	20	US	Female	14	White	No	No	NA	NA	100
60fb9db54c70dd24172b67c3	z	93.75	93.75	87.5	95.3125	96.875	93.75	93.75	96.875	505	460.5	540.5	487.5	513.5	624.871	0	0	0	0	6	6	49	56	15	100	87.5	-6.666666666666667	-25	25	-12.5	-12.5	-25	20	US	Female	12	Multiple	No	No	NA	NA	0
60fc1b9a79d5bbbb6712bf8e	slash	86.25	78.75	50	90.625	93.75	90.625	90.625	87.5	323.5	293.5	315.5	344.5	315.5	649.568	0	0	0	0	1	6	53	57	10	100	91.67	-3.6363636363636362	-25	-12.5	12.5	-25	-50	37	UK	Female	14	White	No	No	NA	NA	100
60fc2f923851f117e21b878f	slash	91.25	96.25	100	92.1875	93.75	93.75	81.25	100	888.5	873.5	886.5	884	884	1127.234	0	0	0	0	6	6	75	36	9	91.67	92.5	35.13513513513514	-25	-12.5	-25	-25	-87.5	21	US	Female	12	White	No	No	NA	NA	100
60fc3a1e0eb578aa02590e27	z	93.75	90	62.5	99.21875	100	100	100	96.875	446	396	448	463.5	444.5	1401.586	0	0	0	0	6	5	42	43	35	83.33	70.83	-1.1764705882352942	-25	-25	-25	-25	-100	22	UK	Female	16	Multiple	No	No	NA	NA	-100
60fc613690b108048160a92c	z	92.5	93.75	90.625	93.75	90.625	90.625	93.75	100	545	477.5	515	463.5	509.5	605.454	0	0	0	0	0	6	67	32	21	100	82.5	35.35353535353536	25	12.5	12.5	0	50	25	US	Female	16	White	No	No	NA	Ok a bit random but if you havent heard of it, there may be a video that could influence the results of the auditory section. It is an old CGI video of a wiener dog on a plane with a mans voice saying """"ha ba ta ka ba na"""" and so forth. It was somewhat popular where I am from and all i could hear during the listening portion was that wiener dog haha.	50
60fcd5602ff7c8f0866ecd0c	z	96.25	100	96.875	98.4375	100	100	93.75	100	692.5	705	755.5	745	721.5	1207.728	0	0	0	0	5	6	62	31	27	100	77.5	33.33333333333333	12.5	12.5	12.5	12.5	50	21	US	Female	12	White	No	No	NA	NA	100
60fcdc8565f979db697cbb62	z	98.75	95	96.875	96.875	100	93.75	96.875	96.875	741.5	771	874.5	757.5	778	762.015	0	0	0	0	1	6	58	56	6	100	95	1.7543859649122806	-25	-25	-25	-25	-100	22	US	Female	16	White	No	No	NA	NA	-100
60fcefe49e61a0aa689df3c8	z	67.5	76.25	78.125	70.3125	65.625	71.875	71.875	71.875	589.5	545.5	802	862.5	731	582.604	0	0	0	0	6	6	47	36	37	91.67	69.17	13.253012048192772	0	0	0	0	0	27	US	Female	16	White	Yes	No	NA	NA	50
60fcfc727484888d11fac02a	slash	96.25	92.5	75	99.21875	100	100	96.875	100	723.5	743	757.5	708	734.5	688.734	0	0	0	0	0	6	55	58	7	100	94.17	-2.6548672566371683	25	25	25	25	100	38	US	Female	12	White	No	No	NA	NA	100
60fd006a5893cbce502dffd4	z	88.75	91.25	87.5	90.625	96.875	84.375	87.5	93.75	581.5	727.5	724.5	672	673.5	688.336	0	0	0	0	1	6	69	32	19	95.83	84.17	36.633663366336634	-25	-25	-12.5	-25	-87.5	28	US	Female	16	White	No	No	NA	NA	100
60fd0d9bafc469eb390491a0	z	93.75	80	81.25	88.28125	81.25	90.625	93.75	87.5	794.5	697	704	817	752	1627.276	0	0	0	0	6	6	30	74	16	100	86.67	-42.30769230769231	-25	0	-12.5	-12.5	-50	39	UK	Female	12	White	No	No	NA	NA	-100
60fd104de10db57a893a0296	slash	91.25	97.5	90.625	95.3125	96.875	90.625	93.75	100	533.5	552	568	540	550	1305.016	0	0	0	0	6	6	94	9	17	100	85.83	82.52427184466019	-25	-25	-25	-25	-100	33	UK	Male	14	White	No	No	NA	I definitely felt i did better using my left hand than my right hand, and I am left handed - I wonder if this would relate to the left brain also being better at this activity?	100
60fd4a53b6aed2f94948d362	z	98.75	93.75	90.625	97.65625	100	96.875	96.875	96.875	536.5	545	707	495	567.5	1353.081	0	0	0	0	5	6	63	48	9	95.83	92.5	13.513513513513514	-25	25	0	-25	-25	20	UK	Female	12	White	No	No	NA	NA	50
60fd58f89d037589c34f5a18	z	95	96.25	93.75	96.09375	100	100	84.375	100	627.5	714	1007.5	776.5	767.5	1112.969	0	0	0	0	6	6	59	43	18	100	85	15.686274509803921	-25	0	0	-25	-50	31	UK	Female	18	White	No	No	NA	NA	100
60fd64fd34ee5940500d499f	slash	83.75	88.75	46.875	96.09375	100	96.875	93.75	93.75	546.5	637.5	603.5	692	602	714.756	0	0	0	0	5	6	42	57	21	95.83	82.5	-15.151515151515152	12.5	0	12.5	12.5	37.5	28	US	Female	16	Asian	No	No	NA	NA	0
60fd80c426ac8c2b5da717b7	z	90	85	87.5	87.5	100	78.125	75	96.875	412	387.5	609	409.5	423.5	1311.152	0	0	0	0	0	6	59	42	19	91.67	84.17	16.831683168316832	25	25	25	25	100	21	US	Female	12	White	No	No	NA	NA	100
60fd99228ede8e6e8c0a2411	z	96.25	92.5	78.125	98.4375	100	93.75	100	100	372	396	433	474	410	1138.021	0	0	0	0	2	6	55	56	9	100	92.5	-0.9009009009009009	-25	-12.5	-12.5	-25	-75	22	US	Female	16	White	Yes	No	NA	NA	100
60fdb99f392d7600a5d42c1f	slash	86.25	80	68.75	86.71875	93.75	75	84.375	93.75	779	893.5	905.5	786	849.5	1199.4	0	0	0	0	6	6	42	68	10	100	91.67	-23.636363636363637	25	25	25	25	100	27	US	Female	18	White	No	No	NA	NA	100
60fde2dcd1deb9c16988f4ea	slash	82.5	88.75	68.75	89.84375	81.25	100	84.375	93.75	715.5	613.5	772	689	698	730.681	0	0	0	0	6	6	54	51	15	100	87.5	2.857142857142857	25	-12.5	-25	-25	-37.5	26	US	Not listed: Non-binary	18	White	No	No	NA	NA	0
60fe0a8295a33168e57c2073	z	98.75	97.5	96.875	98.4375	100	93.75	100	100	393.5	385.5	462.5	407.5	409	1254.698	0	0	0	0	6	6	47	42	31	87.5	74.17	5.617977528089887	-25	12.5	-25	-25	-62.5	22	US	Female	12	Multiple	No	Yes	NA	This taught me which ear I primarily hear with, this was insightful to me.	100
60fe1e46d1cbe0214ada4526	slash	82.5	90	59.375	92.96875	93.75	96.875	87.5	93.75	365	334	539.5	429	396.5	974.93	0	0	0	0	6	6	92	15	13	95.83	89.17	71.96261682242991	-25	-25	-25	-25	-100	31	US	Male	16	White	No	No	NA	NA	100
60fe1f142ea14f6f8d70e68d	z	78.75	78.75	59.375	83.59375	90.625	93.75	62.5	87.5	585.5	494.5	1206	874.5	703.5	1403.967	0	0	0	0	3	6	43	61	16	100	86.67	-17.307692307692307	-25	12.5	-25	-25	-62.5	25	US	Female	16	White	No	No	NA	nope	100
60feaeb30d9981f22b233712	z	96.25	96.25	81.25	100	100	100	100	100	435.5	425	509	510	479	1826.978	0	0	0	0	3	6	44	45	31	79.17	74.17	-1.1235955056179776	25	0	0	12.5	37.5	20	UK	Female	12	Black or African American	Yes	No	NA	NA	50
60fed81a020a69e3bbb6017d	z	87.5	87.5	53.125	96.09375	100	84.375	100	100	950	1080.5	991.5	933.5	972	618.287	0	0	0	0	6	6	65	44	11	87.5	90.83	19.26605504587156	-25	-25	-25	12.5	-62.5	25	US	Female	16	Asian	No	No	NA	NA	-100
60fee6ac4251e521b4546f1d	slash	76.25	88.75	56.25	89.0625	90.625	71.875	96.875	96.875	1126	1172.5	1042.5	1011.5	1070.5	1070.919	0	0	0	0	5	6	51	42	27	100	77.5	9.67741935483871	25	25	25	25	100	23	US	Female	16	White	No	No	NA	N/A	100
60fef79fa408c9eae61e49c3	z	81.25	80	65.625	84.375	96.875	93.75	59.375	87.5	943.5	849.5	1439	883.5	986.5	690.866	0	0	0	0	6	6	77	23	20	95.83	83.33	54	-25	-12.5	-12.5	-12.5	-62.5	30	US	Female	16	Asian	No	No	NA	while i did wear earphones, i mostly used what i heard in my right ear to answer the sound questions	-100
60ff0ff28636a214aed9a72e	slash	87.5	93.75	78.125	93.75	93.75	96.875	84.375	100	600.5	654	885	637	687	754.372	0	0	0	0	0	6	46	45	29	91.67	75.83	1.098901098901099	25	25	25	25	100	30	US	Male	12	White	No	No	NA	It sounded like it was saying all them at once I thought i was going crazy	0
60ff30f3bc42a1631f5758ee	slash	87.5	91.25	93.75	88.28125	93.75	68.75	93.75	96.875	675.5	858	685	645	703.5	637.335	0	0	0	0	6	6	56	43	21	95.83	82.5	13.131313131313133	-25	0	0	-25	-50	28	UK	Female	16	White	No	No	NA	NA	50
60ff6673abdb3e7cbdfafe10	z	87.5	81.25	100	80.46875	96.875	62.5	62.5	100	889	976.5	1223.5	904	931.5	756.248	0	0	0	0	6	6	39	41	40	79.17	66.67	-2.5	25	25	25	25	100	27	US	Female	14	Multiple	Yes	No	NA	NA	100
60ffea6791b8a6fca294f97c	z	100	95	90.625	99.21875	100	100	100	96.875	852	865.5	876.5	863	861.5	1017.422	0	0	0	0	6	6	59	44	17	100	85.83	14.563106796116504	-25	-25	25	-25	-50	19	US	Male	12	White	No	No	NA	NA	100
610058f21b82dddf45b44009	z	87.5	81.25	84.375	84.375	81.25	75	90.625	90.625	972.5	939	761.5	750.5	830.5	821.134	0	0	0	0	5	5	57	54	9	100	92.5	2.7027027027027026	25	25	25	12.5	87.5	23	US	Male	12	White	No	No	NA	NA	100
61005ada2ffbf75efed5deb5	z	93.75	91.25	84.375	94.53125	90.625	87.5	100	100	552	400	537.5	484.5	516	533.997	0	0	0	0	0	6	58	53	9	100	92.5	4.504504504504505	25	12.5	12.5	12.5	62.5	24	US	Female	12	White	No	No	NA	NA	100
61005b49f8382e2e24f00ef0	z	92.5	92.5	62.5	100	100	100	100	100	387.5	453	490	596	463	509.338	0	0	0	0	6	6	57	41	22	100	81.67	16.3265306122449	-25	-25	-25	-25	-100	33	US	Female	18	White	No	No	NA	NA	100
610093fb67a014f2230f77bb	slash	92.5	83.75	56.25	96.09375	93.75	96.875	96.875	96.875	377	342.5	361	379.5	363	1366.669	0	0	0	0	6	6	45	62	13	95.83	89.17	-15.887850467289718	25	25	12.5	25	87.5	21	US	Female	12	Black or African American	No	Not sure (please explain):	I somewhat recall doing a similar task	NA	100
6100c17164f9f4c063f4d25f	slash	90	96.25	93.75	92.96875	87.5	90.625	93.75	100	847.5	963.5	970.5	935	951.5	849.941	0	0	0	0	6	6	67	32	21	100	82.5	35.35353535353536	-25	12.5	0	-12.5	-25	22	US	Female	16	Asian	No	No	NA	NA	100
6100d28f1e251a6dff92f0df	slash	97.5	98.75	96.875	98.4375	100	100	96.875	96.875	794.5	795.5	821	803	801	981.329	0	0	0	0	4	6	49	56	15	100	87.5	-6.666666666666667	-25	-25	-25	-25	-100	22	US	Female	16	White	No	No	NA	NA	100
6100fd9153a73727cf2edda8	slash	81.25	78.75	21.875	94.53125	100	90.625	93.75	93.75	371	395	372	372.5	378.5	620.362	0	0	0	0	1	6	41	45	34	91.67	71.67	-4.651162790697675	-25	-25	-25	-25	-100	20	US	Not listed: nonbinary	12	Multiple	Yes	No	NA	NA	-100
61020197f83a83260d8c78b4	z	92.5	91.25	75	96.09375	96.875	87.5	100	100	878	1045.5	961	921.5	951	732.762	0	0	0	0	2	6	89	25	6	100	95	56.14035087719298	-25	-12.5	-25	-25	-87.5	28	US	Female	16	White	No	No	NA	NA	100
6104768a9cb1e52907ff3bd5	z	98.75	97.5	100	97.65625	100	96.875	93.75	100	836	865.5	896	840	856	2021.716	0	0	0	0	6	6	50	55	15	100	87.5	-4.761904761904762	25	12.5	25	25	87.5	26	US	Female	16	Black or African American	No	No	NA	NA	100
6104f2626b46bd21f1c9a1b3	slash	92.5	83.75	93.75	86.71875	84.375	87.5	93.75	81.25	891	864.5	896	921.5	894	710.324	0	0	0	0	6	6	76	23	21	91.67	82.5	53.535353535353536	-25	25	-25	-25	-50	29	US	Male	12	Asian	No	No	NA	Keep up the good work.	100
6105758d070f9b350cea24ba	z	81.25	86.25	53.125	91.40625	96.875	90.625	84.375	93.75	735.5	802.5	1149	902	880.5	798.698	0	0	0	0	0	0	49	47	24	95.83	80	2.083333333333333	-25	-25	-25	-25	-100	29	UK	Female	18	Asian	No	No	NA	NA	100
6105f0d0cbe5d053ff7ecade	z	83.75	78.75	37.5	92.1875	96.875	100	87.5	84.375	643.5	596.5	724.5	720	693.5	2334.184	0	0	0	0	1	6	46	56	18	87.5	85	-9.803921568627452	-25	-25	-25	-25	-100	32	US	Female	12	White	Yes	No	NA	NA	100
61067ed9f756e2096f4ae3bc	z	88.75	91.25	65.625	96.09375	100	100	87.5	96.875	517.5	520.5	667.5	566.5	579	696.363	0	0	0	0	6	6	84	15	21	87.5	82.5	69.6969696969697	-25	-25	-25	-25	-100	36	UK	Female	16	White	Yes	No	NA	NA	100
6107a5be3cbf757b3297d8a1	slash	85	91.25	68.75	92.96875	96.875	90.625	87.5	96.875	410	476	549.5	567	484	844.251	0	0	0	0	0	2	48	53	19	100	84.17	-4.9504950495049505	-25	25	-25	-25	-50	38	UK	Male	12	White	No	No	NA	NA	100
61084dbab48ab21fce452554	z	87.5	82.5	84.375	85.15625	84.375	93.75	78.125	84.375	607.5	550.5	636.5	651.5	599.5	763.494	0	0	0	0	5	6	79	18	23	95.83	80.83	62.88659793814433	25	25	25	25	100	25	US	Female	18	White	No	No	NA	NA	100
61088f97759a1199340202e9	z	87.5	60	78.125	72.65625	53.125	50	96.875	90.625	1430	1825	729.5	813	794.5	1203.78	0	0	0	0	6	6	41	52	27	91.67	77.5	-11.827956989247312	25	12.5	25	25	87.5	21	US	Female	12	White	No	No	NA	NA	100
6108d6efa698e3dbe3b313d3	z	76.25	72.5	28.125	85.9375	100	96.875	75	71.875	835	919	1053	1058	936.5	2244.835	0	0	0	0	5	6	72	13	35	79.17	70.83	69.41176470588235	25	25	25	25	100	30	US	Male	18	Black or African American	No	No	NA	the word section was quite confusing. i was hearing two different sounds most of the time	100
6108e2470b62bbe11b9f2e7c	z	86.25	83.75	31.25	98.4375	100	96.875	100	96.875	395.5	400	557.5	396	431	661.676	0	0	0	0	4	6	75	23	22	100	81.67	53.06122448979592	-25	25	25	25	50	25	US	Female	12	Asian	No	No	NA	NA	50
6109df8b813b0d148dde496f	slash	93.75	92.5	84.375	95.3125	100	100	90.625	90.625	739.5	750.5	787.5	791	766.5	672.046	0	0	0	0	6	6	57	48	15	95.83	87.5	8.571428571428571	-25	12.5	-25	-25	-62.5	29	US	Female	18	White	No	No	NA	NA	100
610acf76d33d448b391eb588	z	96.25	97.5	87.5	99.21875	100	100	100	96.875	431	419.5	506	492	456.5	501.676	0	0	0	0	6	6	40	58	22	83.33	81.67	-18.367346938775512	-25	-12.5	-25	-12.5	-75	21	US	Not listed: Nonbinary	12	White	No	No	NA	NA	100
610b64dc95ff0ef5b5b9ac6b	slash	73.75	81.25	18.75	92.1875	96.875	87.5	93.75	90.625	344	337.5	404.5	435.5	370.5	1197.987	0	0	0	0	6	6	21	80	19	95.83	84.17	-58.415841584158414	-25	-25	0	-25	-75	25	US	Male	12	White	No	No	NA	NA	0
610d170f7bb4e720cb85b6b2	z	87.5	87.5	53.125	96.09375	100	100	93.75	90.625	410.5	427	523	457.5	429.5	1327.088	0	0	0	0	6	6	52	52	16	100	86.67	0	25	25	12.5	12.5	75	20	US	Female	12	White	No	No	NA	When it said press space to move to the second part of the study it didn't work for ~2 minutes	100
610e0a1e95c323743ff02dcb	z	96.25	90	100	91.40625	100	93.75	75	96.875	1031	1006	1062.5	994.5	1015.5	1126.85	0	0	0	0	4	0	70	33	17	95.83	85.83	35.92233009708738	25	25	25	25	100	37	US	Male	16	Black or African American	No	No	NA	NA	100
