subject	ehi_i1_writing	ehi_i2_throwing	ehi_i3_toothbrush	ehi_i4_spoon	ehi_total
5e3760815bfa436fd256b2e9	25	12.5	25	25	87.5
5e3db8f9456974000afeb855	25	12.5	0	0	37.5
5e3ddcf95556b204cb143eab	-25	-25	-25	-25	-100
5e405a1cfce14d29997364da	25	25	25	25	100
5e40c6d2aa21c630069197ea	12.5	12.5	12.5	12.5	50
5e41723aade7c2000b4c14f8	-25	12.5	12.5	-25	-25
5e4192083514ba02bc057574	-25	-12.5	-25	-25	-87.5
5e42d790c1742f000c1e2a9b	25	12.5	12.5	0	50
5e437d7404eaba215eafbd2a	25	25	25	25	100
5e45477286e27102354a420b	25	25	12.5	25	87.5
5e456129f5b428000b5b0f81	-25	25	0	12.5	12.5
5e5291ff6c3d7d2a79ec869e	-25	-25	-25	-25	-100
5e533e9d1ffa373595a2bcfb	25	12.5	12.5	12.5	62.5
5e5578c220b63957aeea65dd	-25	12.5	12.5	-25	-25
5e5c58012272eb4328419f08	-25	-25	-25	-25	-100
5e5fe64a8278d103d35cac54	25	25	12.5	12.5	75
5e60db57fdef8001c1fdc6f7	-25	-25	-12.5	-12.5	-75
5e641dcaef80c61af57629c3	-25	-25	-25	-25	-100
5e6bb512e18e0d03e89a7831	25	25	25	25	100
5e6d7b0421be18343d8bc4a9	-25	0	0	-25	-50
5e6de0ab9e71d4392921839b	25	12.5	25	25	87.5
5e730aa954a7b42617d99c5a	-25	0	-12.5	-12.5	-50
5e7902515312ee4a99c22e53	-25	-25	-25	-25	-100
5e7987df47422a5443426cd7	-25	-25	-25	-25	-100
5e7e846a89a21d55d5e77411	-25	-25	-25	-25	-100
5e80b2ad6f603400087d0611	-12.5	-12.5	12.5	-25	-37.5
5e836a3c2598d409928dae31	25	25	12.5	12.5	75
5e84bd7c34d5d9072128fac1	25	25	25	25	100
5e872f5b3a32c337ba65aa68	25	25	25	25	100
5e88288b0a0d8f4ad029f6e3	-25	25	-12.5	0	-12.5
5e8caf1b063693041f6ac524	25	0	0	25	50
5e8f1eb6bb578701f190229b	-25	-25	-25	-12.5	-87.5
5e8f4b597ec957073a4ea143	-25	-25	-25	-25	-100
5e905888b3f91e367d4b555f	-25	-25	-25	-25	-100
5e92a1a4fc57e20f92eef47f	25	0	12.5	12.5	50
5e937e8e4d246b6b4162ae72	25	25	12.5	12.5	75
5e9847daec534b03f4769cab	25	25	25	25	100
5e98ce846515431026d195c6	25	25	25	25	100
5e9a753ccc244610ac6b0d87	25	0	0	12.5	37.5
5e9b9eaee0e30b0b27983c50	25	12.5	0	-25	12.5
5e9f31ca9b0a040704ee0bad	12.5	-25	0	-25	-37.5
5e9f324c7a996d0aa2ff651e	25	12.5	25	25	87.5
5ea043f2618bcf041cb4c245	25	25	25	25	100
5ea556346fe116549c336fc9	-25	-12.5	-12.5	-25	-75
5ea63190173fb765f87a89a8	25	25	25	25	100
5ea848facb20c326fa2679bb	12.5	0	0	12.5	25
5ea8c2580e5ed332ad771cb7	-25	0	-25	25	-25
5ea92954ef7ece00096faf5a	25	25	25	25	100
5ea95ca4936cd3035f7e3e3a	25	25	25	25	100
5ea9cb32040c211222bcbb69	25	0	25	0	50
5ea9f6b340571b17901e6949	-25	-25	-25	-25	-100
5eaab7bc385332016e089dda	-25	25	-25	-25	-50
5eaecb0824839e59ed3523eb	-25	-25	0	-12.5	-62.5
5eb1d84a32ae1d128f1fc7ba	-25	-25	-25	-25	-100
5eb2134abde80d38a869a0a3	-25	-25	-25	-25	-100
5eb32b8adc8fc511560fca82	25	-25	25	25	50
5eb400dfeb119a1f67e22297	-25	-25	-25	-25	-100
5eb4909c2f46f82f9280a49b	-25	-12.5	-12.5	-25	-75
5eb8ff91a1bdb386c80cd7ea	-25	-25	-25	-25	-100
5ebed2706c113a28c66ad396	-25	-25	-25	-12.5	-87.5
5ec06f59c4ceb1481f225bbd	-25	12.5	-12.5	-25	-50
5ec2142f6e98202af3300059	25	25	0	25	75
5ec359a0e7928519b8cf64af	25	25	25	25	100
5ec3f8bde69a92288ec450af	-25	-12.5	-25	-12.5	-75
5ec441b77b846b31db2d328a	25	12.5	12.5	12.5	62.5
5ec4a156bc5aac3819ac52f2	25	25	12.5	12.5	75
5ec53ac5db44d64b617c1b97	-25	-25	-25	-12.5	-87.5
5ec599168c7fa65cabe8b5c7	25	25	25	25	100
5ec5a64c306f255ec98d5cc1	25	25	25	25	100
5ec62902bb44c16b842128f9	12.5	12.5	0	0	25
5ec6df52f52d1111598b1221	25	25	25	25	100
5ec6f9a4ce75e2141fb9d957	-25	-25	-25	-25	-100
5ecb6acd10d2c36e6124c9bd	12.5	-25	-25	-25	-62.5
5ecc5d22a5e08e45bf551927	-25	-12.5	-25	-25	-87.5
5ece0f3693c34518cb5cbef5	25	25	0	0	50
5ece8e8cfe7304272dc17551	-25	-25	-25	-25	-100
5ecf82c4e84c2d01e7ba2f7a	25	12.5	0	0	37.5
5ed1cd25eb6dc1122dbd700f	25	25	25	25	100
5ed2bdf295ed8f251d614b21	-25	-25	-25	-25	-100
5ed3f7a0f387a109b6580537	-25	-25	-25	-25	-100
5ed3f7c5c739ce0a04ce3df5	-25	0	-25	-25	-75
5ed40545225e613ba9f16b57	-25	-12.5	-25	-12.5	-75
5ed543442db0060a955d12e1	25	25	25	25	100
5edbf6a29a8d508920c14f6c	-25	-12.5	-25	-12.5	-75
5ee00b8630f30b34f2a5dc1c	25	25	25	25	100
5ee167bb5b9407188fc9f15f	-25	12.5	-25	-25	-62.5
5ee1be444c9d75206ce5aa92	25	25	25	25	100
5ee232f2b970662cfa352567	25	25	25	12.5	87.5
5ee5483b1dfa3b0ded826eee	25	12.5	25	12.5	75
5ee62007551db1034cb9696a	-25	-12.5	-12.5	-12.5	-62.5
5ee6be54321536000905346a	-25	12.5	25	0	12.5
5ee7b0a316b7d10662171450	-25	-12.5	-25	-25	-87.5
5ee811d6f82aa71171ed4d83	-25	25	-25	25	0
5ee93ab8a93d8b15baf72fc5	-25	-25	-12.5	-12.5	-75
5ee9e9c1496265000a792544	-25	-12.5	-25	-25	-87.5
5eea49c09e6f8711b4cdf3bb	25	-25	25	12.5	37.5
