subject	ehi_i1_writing	ehi_i2_throwing	ehi_i3_toothbrush	ehi_i4_spoon	ehi_total
62694fbeede8c79c1b047e80	-25	-25	-12.5	-25	-87.5
62712d1c0b71829386d60eb4	-25	12.5	-12.5	-12.5	-37.5
62728c148af5805feea46dc8	25	12.5	25	25	87.5
6272b9dfc470a51d5fa0e6ea	25	25	25	25	100
6273eeabe7637501530d9733	-25	12.5	-25	-25	-62.5
6277fb597942c07d74b16b98	-25	-25	-25	-25	-100
627809c52874925390a423a6	25	25	25	25	100
62824c37f4cc437ab86e0ae6	-25	-25	-25	-25	-100
6282571cf39cd89341a474e9	25	25	25	25	100
62827ef2d905564e88a46d01	-25	-25	-25	-25	-100
6282a9b9015ed5c3dbf566b3	12.5	25	-25	0	12.5
628419137c4c3ded72e4874d	-25	-25	-25	-25	-100
6285918873f1ff83c2bfa809	12.5	12.5	12.5	12.5	50
628659966054a3064240cb17	-25	-25	25	-25	-50
628678ca852c5ee97a800552	25	25	25	25	100
62867b51e71606f873d41b05	-25	-25	-25	-25	-100
6286ad40f6f08677959e431e	25	25	25	25	100
628781515f29a0394e23b15b	-25	-12.5	-12.5	-25	-75
628bbe2c0f8080e6985e8592	25	25	0	0	50
628d62e2c99c773b217f1321	-25	-25	-25	-25	-100
628e5f283594e1a48a04886f	25	25	25	25	100
628f6d4d2a3cf806fc7e01ff	25	25	-25	12.5	37.5
628f9b391ab8b87c64643248	25	25	25	25	100
6290d34243e9347c40bac608	25	12.5	25	25	87.5
6290d930eb8f73a88e290de6	-25	-25	-25	-25	-100
62913423a2eafb7ddd64d975	-25	-12.5	-25	-25	-87.5
629186f7e2f20297ead170be	-12.5	12.5	0	0	0
629531cb501e6d23d9797050	25	25	25	25	100
629534afc0924e49e1464589	25	25	25	25	100
6296bef3248bf76cc113926b	-25	25	25	25	50
629b3b3c89d490460eacbfbc	-25	-12.5	-25	-25	-87.5
629e1fc50453c5096d91c5f4	12.5	12.5	0	0	25
629f2a1f516a323b811b8273	-25	-12.5	12.5	-25	-50
629f2a9c3effb1dc81c49116	-25	-25	-25	-25	-100
629f2dccc6e91be06559e2f1	-25	25	-12.5	-25	-37.5
629f2edb4e2e1d417c524cb7	-25	-25	-12.5	-25	-87.5
62a0b2f90e25677103262820	-25	-25	-25	-25	-100
62a2648755dec7ce4164f875	-25	-25	-25	-25	-100
62a2adb16716c2e0c8d3c07a	-25	-25	-25	-25	-100
62a338e26dc04ba4e4fb26bb	-25	-12.5	-25	-25	-87.5
62a42874616cea6120350ad9	25	25	25	25	100
62a733deec84f43ab19f7cca	25	25	25	25	100
62a7970f8387f3fcc95b106b	25	12.5	12.5	12.5	62.5
62a88dbc14372bc103a1accb	25	12.5	0	0	37.5
62a8f3aeaf0846daa75fbc3d	12.5	0	-12.5	0	0
62ab2034b58fe149d144acf4	-25	25	-25	25	0
62ac75a88ed59acd2d641ef5	25	25	25	25	100
62ac7ba73347a349866fb1f9	-25	-25	-25	-25	-100
62ac7d0d794fad54e6cf7d84	25	25	25	25	100
62aca272d3567b4b0e575647	-25	-25	-25	-25	-100
62b09bc02efbcc7d0dd81f3b	12.5	12.5	12.5	25	62.5
62b1418c313cf1ef437ed9c3	25	25	25	0	75
62b1ff970dfb7055f35d6937	-25	-12.5	-12.5	-25	-75
62b4370c9a89e5a09c4447de	-25	-25	-25	12.5	-62.5
62b4403257f7d42730f83394	-25	-25	-25	-25	-100
62b447656327845c605becd9	-25	-12.5	-25	-12.5	-75
62b46cafda63e83d14eb4ec5	25	25	25	25	100
62b5d90d09660072824f68cf	-25	-12.5	-12.5	-12.5	-62.5
62b5e2bd8c3c515ab19b911a	-25	12.5	12.5	-12.5	-12.5
62b5fea64b239d91783414ff	25	12.5	25	25	87.5
62b8b2be4c2b1d481f4f68c0	-25	-12.5	-25	-25	-87.5
62bc3401dc67c7598dbba4a6	25	25	25	25	100
62bd685ac3edc9ad0d77812b	25	25	25	25	100
62bdc8f9ce5149c655938472	-25	25	-25	-25	-50
62bddb63d7c84ff6e9c592f5	25	25	25	25	100
62c0ccde4bd16c7f96a2959f	25	25	25	25	100
62c41fe598ab94de4d4f021e	25	25	25	25	100
62c61d523167ae5eafc98e6c	-25	-12.5	-25	-25	-87.5
62c79dafb9222348d5e5a90c	25	12.5	-12.5	0	25
62c83041b362f6fad2f05822	-25	-12.5	-12.5	-25	-75
62c8d159937c939dd4d139e3	25	25	25	25	100
62caff3bc44f4d702b6e2e35	25	25	25	25	100
62cc0f224275a8e076973853	-25	-25	-25	-25	-100
62cdb59eb5cfe2052ca5074c	-25	-12.5	-25	-25	-87.5
62cdd40d1b2793efe13fd204	25	25	25	25	100
62ce9f115a24ca323371d2dc	-25	-25	25	12.5	-12.5
62cf2192b9212fc96a5b3917	25	12.5	25	12.5	75
62d133d8355730e56a6722dc	-25	12.5	-25	-25	-62.5
62d59d0df8da03fdf7f8c317	-25	12.5	-12.5	-25	-50
62d68f14d9b476ca9b026253	-25	-25	-25	-25	-100
62d709bbd195748a93cf951b	25	25	25	25	100
62d9242891fdb4cd2294633e	-25	-25	0	-25	-75
62da6435cd756fcdd166ba69	-25	-25	-25	-25	-100
62daadb99f0265052485e7cf	25	25	25	25	100
62db607906a1c0be0039aa32	25	25	25	25	100
62df7fc27c9e824a7a774103	-25	-12.5	-12.5	-25	-75
62e024e1be720e4322dade00	-25	12.5	-25	-25	-62.5
62e02b1ed5b0fbc1b1dc09e7	25	12.5	25	25	87.5
62e0629e7fbb8a1907dade0e	25	12.5	12.5	12.5	62.5
62e0c40c68eaa2ad1508eae6	-25	-25	-25	-25	-100
62e154b0682e270b4acdf5ee	25	0	25	-25	25
62e185484154c451882a8a3d	25	25	25	25	100
62e19208352cd518d7b2f085	25	25	25	25	100
62e1f3f870894e12168113c5	25	25	25	25	100
62e25115fb932baf4a93173f	-25	-12.5	-25	-25	-87.5
62e3f7b224ec70641fd86b7b	25	25	25	25	100
62e40abe71c1b7e395e9bf4a	-25	-12.5	-12.5	-12.5	-62.5
62eaacea4ed738b3a35c0455	-25	-12.5	-12.5	-25	-75
62ebd8c191cf8e7fe54af5cf	-25	25	25	-25	0
62ebf162fc296d770d108698	25	12.5	0	0	37.5
62ec4c02ead47ce424644dd8	-25	-25	-25	-25	-100
62ecf80065974f9ca24a6430	25	25	25	25	100
62ee4337445b044245a71185	-25	-25	-25	-25	-100
62fb383ce16d6921d1c2c2b8	12.5	0	12.5	0	25
62fb7a1e911792cb94b547c6	-25	-25	-12.5	-25	-87.5
62fb7b282ed3a1e42d9a5f46	-25	12.5	-25	-12.5	-50
62fb7ba781f1eaac2b543934	-25	-12.5	-25	-25	-87.5
62fb7dc39338d2a30ae9cff4	25	25	25	25	100
62fb7eb177df6c3faae7baba	-25	0	-25	-25	-75
62fbdda6e4b5a034b71296f8	25	25	25	25	100
62fc25ef4ce0d3d169b7a120	25	25	25	12.5	87.5
62fcabf17fc3d7ef0952fb6c	-25	-25	-12.5	-25	-87.5
62fe6312269d0e4ae894297b	-25	-25	-25	-25	-100
62fe744f4cd35a1a91b43f13	-25	12.5	-25	-12.5	-50
63003bb4d6f83995fb271ba3	25	12.5	25	25	87.5
63026a8fd8429b224cd2a134	25	25	12.5	25	87.5
63039dbefda87c47a91fec04	25	12.5	25	25	87.5
6303b2a667e441d9712da559	-25	-12.5	0	-12.5	-50
6303c0bf11a5be642b52830e	-25	12.5	-25	-25	-62.5
63069f585b35a5ec752fcd30	25	25	25	25	100
6306d4da805f2e38a841c3ad	-25	12.5	-25	-25	-62.5
6307bd3bb93e804d22332b3e	25	25	12.5	25	87.5
630a2fd6e76ccbe74374656d	25	25	25	25	100
630adf01fe54101d5214a17f	25	12.5	12.5	25	75
630f06eb561655a94229a93d	25	25	25	25	100
6312ada1ce715ee3916c3748	-25	-25	-25	-25	-100
63136313a568ce59fb97feb9	25	-25	-25	-25	-50
631381096e95278a3f97fed4	25	12.5	25	25	87.5
6314453e0a22cc4e1e66ca08	-25	-25	-25	-25	-100
6314bc49055e150c92f4736e	25	25	25	25	100
6315a102cb675027354ef5d8	25	25	25	25	100
631610af8e747093cd90e00d	-25	-12.5	-25	-25	-87.5
631659ad8e5354f16aef7249	25	25	25	25	100
631746048043e6fd54a798d4	-25	12.5	-25	-25	-62.5
63179fe6d8b52834c9c8f5f7	-25	0	-25	-25	-75
6318ec19888839dfc0b4d5c8	12.5	0	0	25	37.5
631a0abd840b151d3bf54b6b	-25	-25	-25	-25	-100
631a114b543a75e72096fc17	-25	-25	-25	-12.5	-87.5
631ab79e8635a1df26319958	25	12.5	0	12.5	50
631b1437200a529b7f31919d	-25	-25	-25	-25	-100
631b32b0796f2941b55e7d58	-25	-25	-25	-25	-100
631bfb8f27645e704e21c1cd	25	25	25	25	100
631c8e97db06f601f81bd82f	25	12.5	12.5	12.5	62.5
631f1b608af38f654d2a3b1f	25	12.5	0	0	37.5
631f8164145b26de1567f040	-25	-25	-25	-12.5	-87.5
631fd12cab0b639506214b7b	25	25	25	25	100
632222532c12ab0ab7ca00bd	-25	-12.5	-25	-25	-87.5
63239f94b13228f09348c943	25	25	25	25	100
6324190c00acac6ac06d882b	-25	0	-25	-12.5	-62.5
63251e479509813fab713ad2	25	12.5	25	25	87.5
6325482a5da955ebe4a72c93	25	25	25	25	100
63287c548c0d66d1e300fd64	12.5	0	25	0	37.5
632881a28fcc3aae4da242e2	25	0	0	0	25
6329f8bd8622aaba8e13a6d7	-25	-25	-25	-25	-100
632a2b88ee7ba45758fde30b	25	12.5	25	25	87.5
632b19a12e685b61f1ac6508	-25	25	0	-25	-25
632b1b35331d4efbfb0d0f8d	-12.5	-12.5	-12.5	-12.5	-50
632b21ce03008aff6a4314b6	25	25	0	12.5	62.5
632c0075227e9b734c80424d	25	25	12.5	25	87.5
632c211dcdf6a137b26dfdce	25	25	25	25	100
632ff41f3631baf749984e3e	25	25	25	25	100
6332177870f40e88d0206f74	-25	25	-25	-12.5	-37.5
6335e35d7a38530d68fd75ca	25	0	25	25	75
63383ce105061ac9c94a652a	-25	25	-25	-25	-50
6338c289b6f1c7bdcef71166	-25	-25	-25	-25	-100
633c74ad6178784ed5b52104	25	25	25	25	100
63403b47287756c1978d2985	25	25	25	25	100
6341a541b6cfd5f8933f48c4	25	25	25	25	100
634282de38138fa9316eb482	25	25	25	25	100
6346880c3d5b5160c4dd3b62	25	0	25	-12.5	37.5
63468824bc01887b6007d674	-25	12.5	0	0	-12.5
6346887083e9dda2b38f6c56	25	0	25	0	50
634695670344cd46b52f7249	25	-25	12.5	25	37.5
63469771ec0b74d9c71458d0	-25	-25	-25	-25	-100
6346da4e7ac002d7383bd243	-25	-25	-25	-25	-100
6347e31ef77fad7edd2f53f1	-25	25	25	-25	0
63483c4522d65d46028da7a7	25	25	25	25	100
634bf82ea58e2f34672d56ba	-25	-25	-25	-25	-100
634db0be66af0236b2c14770	-25	-25	-25	-12.5	-87.5
6361483717c4df2ebf189d07	12.5	25	25	25	87.5
63614928290a805b5455d371	-25	-25	-25	-25	-100
636166e1694fe8d9ed77dd68	-25	12.5	-25	0	-37.5
6361769fee0c219b0f1cc480	25	25	12.5	0	62.5
6361bfe81e0da4a406b33f1e	-25	-12.5	-25	-12.5	-75
6362a31e279a0277702f9a45	25	12.5	25	25	87.5
6365491e5682032c1c2a6687	-25	0	25	25	25
637e1d4874d7ff427504812b	-25	-25	-25	-12.5	-87.5
637e2af8fcc2c65c96d9e1a0	-25	-25	-25	-25	-100
637f7c6517daaa050a1632ba	25	25	25	25	100
6384e8f79ddf2df1432db0e8	25	12.5	25	12.5	75
638af58823dc0ec4b64d0d34	0	0	0	0	0
63acd72d84094941de5813e5	25	25	25	25	100
63b6be87ead45e4fa772fbf5	25	25	12.5	25	87.5
63b6cc23f13731158517f900	-25	-25	-25	-25	-100
63b6ef9027eb90f292852ee4	25	25	12.5	12.5	75
63bc7fe62d69346a94c04b9e	25	12.5	12.5	25	75
63bca8a6f3803fbb0c3aca28	25	25	25	12.5	87.5
63bd61cff50297c9332e3f39	12.5	0	25	25	62.5
63bdfe6a69fc4d15b3aec18d	-25	25	-25	-25	-50
63be6aae1b65a42e794770ee	25	25	25	25	100
63c3164c08ff110d63b44dc6	12.5	25	12.5	12.5	62.5
63c3584c5e3d88814d1005ab	-25	-12.5	-25	-12.5	-75
63c48023d6116ee42fa17bf8	25	25	25	25	100
63c487fa9db90581d57dc017	25	25	25	25	100
63ced19b7422296653437e30	25	25	25	25	100
63ced2194f403847de36bab5	25	25	25	25	100
63ced5ba289fa7af427c3740	25	25	25	25	100
63cee33497b8fc261dde69ba	-25	-25	-25	-25	-100
63cf4f4722d1c48cef8b0b10	25	-25	12.5	12.5	25
63cff31d0fabe7166966c8b7	25	12.5	25	-12.5	50
63cff34d33a9948e3b0b28d6	25	12.5	12.5	12.5	62.5
63d005e38ccccb84f2c1d04c	25	25	25	25	100
63d00e3cea3280c3ed8a340c	25	0	0	12.5	37.5
63d042c98e64ec1173d30ab7	25	25	25	25	100
63d07155a81baf5108925992	25	25	25	25	100
63d1156045971dc6b0006c73	25	25	25	12.5	87.5
63d13b643c7b2dd31426e8af	25	25	25	25	100
63d13b764f00a53476867c25	-25	-25	-25	-25	-100
63d13b9d237fce03faaae024	-25	12.5	-25	-25	-62.5
63d13ca7d896eababf86d150	-25	-25	-25	-25	-100
63d13cb81a0a88a3ce29e33f	25	25	12.5	12.5	75
63d13d1465e0743b7b2b7962	-25	-25	0	0	-50
63d13f138cb8f46cf6ff65e9	-25	12.5	-12.5	-25	-50
63d13f2f59ef764f641406dd	0	0	0	0	0
63d1412396ee4fa133b52643	-25	-25	-25	-25	-100
63d14eca0fd7e8476aff6652	12.5	0	12.5	0	25
63d18647419ae52f5e141607	25	12.5	12.5	0	50
63d1c1095b55c7061678a96e	-25	-12.5	-12.5	0	-50
63d2a4b549eb02187fd40092	25	25	25	25	100
63d2cb67dfc2a799bbd30c69	25	25	12.5	25	87.5
63d2eec88a81e2462be70762	25	25	25	25	100
63d2f3294efc674f84b302d2	25	25	25	25	100
63d3a3629d0b9452d3f32c7e	-25	-12.5	-12.5	-25	-75
63d3f99eac52371a49e65825	25	25	25	25	100
63d3fb15a2f8df9e46752d80	-25	-12.5	-25	-12.5	-75
63d3fbdc74f911908d4c50b3	-25	-25	-25	-25	-100
63d3fc20bb484480bed0228c	-25	-12.5	-12.5	-12.5	-62.5
63d3fd4267f25518af752d7e	25	12.5	12.5	25	75
63d3fec908b40217bbd48993	-25	0	-25	-25	-75
63d404f4eaf69448ef9e09e6	-25	-12.5	-12.5	-12.5	-62.5
63d4061bc9ec9cf926d6c9f7	-25	25	-12.5	-12.5	-25
63d40b7d3c7f92ff15ef6b67	-12.5	-12.5	-12.5	-25	-62.5
63d40f21ea1c311723c7c847	-25	12.5	-25	-25	-62.5
63d410114a361b7bee9c12b9	25	25	25	25	100
63d413840c9c512ac3dfc533	-25	-25	-25	-25	-100
63d41536bd37096fda85cfb8	-25	-25	-25	-25	-100
63d41641e3864dede6329c16	-25	-25	-25	25	-50
63d416bc58ca5094af85cf8a	-25	12.5	12.5	12.5	12.5
63d4251f684e52575206f44b	25	25	25	25	100
63d44472a72a227e0fef6bdc	25	25	25	12.5	87.5
63d447dff5d5b197f0d02275	-25	-25	-25	-12.5	-87.5
63d461ae668907ea6006f43f	0	0	12.5	12.5	25
63d4dbdd4adb3ccef611be9c	25	25	25	25	100
63d5e3bf4a739d1158b9ce64	25	25	25	25	100
63d672fd60ac772cd04cc33b	25	25	25	25	100
63d68acca98cdd2bf385cfad	-25	0	0	-12.5	-37.5
63d6d8e21745f34be8ce7c35	0	12.5	0	0	12.5
63d6dfc970a407ead0b0d3a1	12.5	25	12.5	12.5	62.5
63d6fd6a2ab6a0946433add6	25	25	25	25	100
63d6ffe31d0f4bc7fad6c995	25	25	25	25	100
63d767905eeabd2239a652db	-25	25	-25	-25	-50
63d77a647dbf6c0c53b0d375	25	25	12.5	25	87.5
63d79c120d736e870e993b8c	-25	12.5	-12.5	-12.5	-37.5
63d79d065189719c8393e3eb	-25	-25	-25	-25	-100
63d79d7e23a410a0bcdb390a	-25	-25	-25	-25	-100
63d79efd58203fb36a6e7f21	-25	-25	-25	-25	-100
63d7a22621e496f7486bc851	-25	12.5	0	12.5	0
63d7a79e2606216262545e75	-25	-25	-25	-25	-100
63d7aaec3ca7349b1aa83301	25	25	-25	12.5	37.5
63d7ab86c847cafcb6b8803c	25	0	12.5	12.5	50
63d7b127485d5655e70c8282	25	0	12.5	12.5	50
63d7bb92ab9685eb344e78f4	-25	25	-25	-25	-50
63d7c1c77724f08194bcf7d9	25	25	25	25	100
63d7e609051bf50f9d1dcd35	-25	-25	-25	-25	-100
63d7eca29f0291aff53b003e	25	25	25	25	100
63d7ee554df9f854d75ea6a7	-25	12.5	-25	-12.5	-50
63d7f17bc657e6dc9e481a9a	25	25	25	25	100
63d7f3f4e50de685d3d5b4fb	25	12.5	0	12.5	50
63d7f42900f82081456a376a	-25	25	0	0	0
63d7f67f398e16e63a1fb6cf	25	12.5	12.5	12.5	62.5
63d82b0ef18b425db684c7e5	-25	25	-12.5	-25	-37.5
63d864bfc3bc732e26295c9c	-25	25	-25	-25	-50
63d8665164999168637f2029	-25	0	-25	-25	-75
63d881ab484805569b553bd8	-25	-25	-25	-25	-100
63d8d641a5a265b01a28716c	12.5	0	0	0	12.5
63d92dacc885e6167a4a486c	12.5	12.5	0	0	25
63d95313b31ba96b668888e2	-25	25	-25	-25	-50
63dab0380b8791f9560fd329	-25	25	-25	-25	-50
63db1ccde6434330f2a99d87	25	25	12.5	25	87.5
63dbe76cbc72cdb0f3e93414	25	12.5	12.5	12.5	62.5
63dc9888ca8a3238e40fada8	25	25	25	25	100
63dcc00d97b599698e60a1a6	25	25	25	25	100
63dd37970407f565167e5361	0	0	0	25	25
63de2e4a0c6fd41343f82a79	25	25	0	12.5	62.5
63e316f79fdeba5ba50385e1	-25	0	-12.5	-25	-62.5
63e3d578865b052c54e5bb22	-25	-25	0	-12.5	-62.5
63e51bc04bab3dc97deba8de	-25	25	12.5	25	37.5
63e51bd9b573cd46809e1d56	25	25	25	25	100
63e51be13df7cac2d9348a05	25	25	25	25	100
63e51be199687d0e5eec6f0b	25	12.5	25	25	87.5
63e51c373af1cc5baf0c727f	-25	-25	-25	-25	-100
63e51ccf6611acbfdc8c13c9	25	-25	0	-25	-25
63e520b01779bbc9c4f6d1eb	-25	-25	-25	-25	-100
63e52666f4a31e05b9fc6680	-25	-25	-25	-25	-100
63e52dbdcdee07bcdb0e7da4	-25	-25	-25	-25	-100
63e52f8ab3688f45f842114c	-25	0	12.5	-25	-37.5
63e530e893c44a3aefe9b29c	-25	25	-25	-25	-50
63e538754c4b30560ca84884	-25	-25	-12.5	-12.5	-75
63e5525d306024ee8865e880	-25	-25	-25	-25	-100
63e55f03b3c1f7481cec6eb9	-25	-12.5	-25	-25	-87.5
63e55f08844f6fb08115851f	25	25	25	12.5	87.5
63e56678a87f209e2ca83059	-12.5	-12.5	-25	-12.5	-62.5
63e5747f1eb29ec68ae2ddd6	12.5	12.5	0	25	50
63e5a6690eeedc20da056717	25	25	12.5	12.5	75
63e5ffdf639ebdcf35aacb09	25	25	12.5	25	87.5
63e6378e04ade071ebf9ff9c	25	25	25	25	100
63e6cf0764dc4e52bee573af	-25	-25	-25	-25	-100
63e6dfd8bb1c10a44d13d7e5	-25	25	-25	-25	-50
63ea44a0adefd2af8e13015c	25	12.5	12.5	-12.5	37.5
63ea451d26e9af5be0b01d50	-25	-12.5	-12.5	-12.5	-62.5
63ea4730d677f800a8887ad6	12.5	25	-12.5	-25	0
63ea4a4ed214b26e3ff8b7f2	-25	-25	-12.5	-12.5	-75
63ea4ab1ce4168cbe9f63775	25	25	25	12.5	87.5
63ea52b8342eff8b95ef0f95	-25	-25	-25	-25	-100
63ea6b49edfcb9164c21a4bd	-25	12.5	0	-12.5	-25
63ea79021f0c43def6174042	25	25	25	25	100
63ea94c7220a944dcd17400b	25	25	25	25	100
63eaace3d44d695631f32db0	0	0	25	25	50
63eac31811a6da58d4f32d76	0	25	12.5	12.5	50
63ead665638c8546d8c3a962	25	12.5	25	25	87.5
63ead6f452e11793b2f8dab8	25	25	25	25	100
63ebd1e66feb52fb3009c707	25	25	25	25	100
63ed0a8a65ddbf9edae99a16	-25	-12.5	-25	-12.5	-75
63ed15bed4665c62d9e6dbb2	25	25	25	25	100
63edb6401c8f280841255a82	25	25	25	25	100
63f049c2d78b2bc822a16dac	25	12.5	12.5	25	75
63f3731fccf0d4e95aa80d11	25	25	25	25	100
63f519601c333d44a17bb35a	25	12.5	25	0	62.5
63f5c99a1cecb4136b93f7db	25	25	25	25	100
63f688aaa4a19c78ebdfc479	25	25	25	25	100
63f77915c48d021a3bf77b0f	25	0	0	-12.5	12.5
63f77b9ca8439f6e1620c1cd	-25	-25	-25	-25	-100
63f77ee4aa0961332b87fd0f	-25	25	0	0	0
63f7811862c6df4e5438367d	-25	-25	-25	-25	-100
63f787256fc87f0a297a849c	25	25	25	25	100
63f789b502d033e83fca7885	25	12.5	12.5	12.5	62.5
63f78d9a7a3d118594efff74	25	25	12.5	25	87.5
63f78f511969d7e1b13907e4	-25	-25	-25	-25	-100
63f796a016e377d12cff50f1	-25	25	25	12.5	37.5
63f7bdf930a31a500169fea1	-25	25	-25	-25	-50
63f7c538e9def44bfbdc7db3	0	-12.5	12.5	12.5	12.5
63f7e1bb3866d96e37ecfd1c	25	25	25	25	100
63f7e5adcf31a0af5e7da12f	25	12.5	12.5	12.5	62.5
63f81021ab46acf095efff80	25	25	25	25	100
63f8705ae362b217290d08c2	-25	-12.5	12.5	12.5	-12.5
63f8a056531af02b77961676	25	25	25	25	100
63f93d2de413ad49cf0dbff1	-25	-12.5	-12.5	-25	-75
63fac97f0d4e8f6bfd753d90	-25	-25	-25	-12.5	-87.5
63fe16762b4c19bea77a0904	12.5	25	25	25	87.5
63ffcb367b500c516d0648a2	25	25	12.5	25	87.5
6400dc45648545e7ca8f35a6	25	25	25	25	100
6400dc9a87b5f4d0c3604bf3	-25	12.5	-25	-25	-62.5
6400de8f305c51d03c2a9a0e	-25	-25	-25	-25	-100
6400e308335a3bf214ca885e	12.5	12.5	12.5	12.5	50
6400e51c13a550f2c6729a0f	-25	-25	0	-12.5	-62.5
6400e8b1a2889ce16019eb23	-25	-25	-25	-25	-100
6400ed5065c350e3ad8c8233	-25	12.5	0	-25	-37.5
6400f212a7bd9c7c5ab1cc25	-25	0	-12.5	-12.5	-50
640116c8ac12a41ff02a9a2d	-25	12.5	12.5	0	0
6401227cb3aa0d131ec5dd53	25	12.5	12.5	12.5	62.5
6401236cbc95a51538bcc604	-25	-25	25	-25	-50
64012a2623351894f2917605	25	-25	12.5	12.5	25
64012a3019588a0c50947538	25	12.5	12.5	25	75
64016b31c3a34648748168d1	25	25	25	25	100
640175d4fd2062d9fa478050	25	12.5	25	25	87.5
64017b47c83e917541f7c592	-25	-25	-25	-25	-100
64018f4d1a16dfe2b0f7c552	25	12.5	25	12.5	75
6401dc189a0c39635de7ebab	25	25	12.5	0	62.5
640211d8277cfdf56b1bfabb	-25	-25	25	-25	-50
64045393fa09ada78f0b5301	25	25	25	25	100
64046e75dff33633131b49b9	25	25	25	25	100
64050ea342e8e84d43fa7bdf	-25	25	25	0	25
6406300d0af7758269c8dc0b	25	12.5	25	25	87.5
640785ce903930be7597e7c1	-25	0	-25	-12.5	-62.5
6407946a4bb4212372843398	25	12.5	25	25	87.5
640b816df86dcee615619d0d	12.5	25	25	25	87.5
641359eb0e2dc93999637e35	-12.5	0	-12.5	-12.5	-37.5
641360c2d049750e77c9a34a	-25	-25	-25	-25	-100
641361334c91a0c6ff4c5b79	-25	25	-25	-25	-50
6413627f4adf0cc7eb330dfc	25	12.5	25	12.5	75
641363233e3398da82fcb757	25	25	25	25	100
641364d0e4356f62a8c4532d	-25	-12.5	-25	-25	-87.5
64136fca174b34ba3a481cfd	-25	-25	-25	-25	-100
6413788e21e4ee4f2dc16daa	25	25	25	25	100
64138e0c6645b537dcb5ee24	-25	-25	25	-25	-50
64139e0346c4b91651b69d44	25	12.5	0	12.5	50
6414832dbec81b70c2ac38c9	25	25	25	25	100
64151f08bb5879eb3a22d82b	25	25	25	25	100
6415b71b73e494b88ef767e0	-25	0	-25	-25	-75
641724c665e2974bb1dec659	25	25	25	25	100
64175c4b35e2efa75054afa2	25	12.5	12.5	25	75
641772ff6ca990e4c241b1bd	25	-25	25	25	50
6417a176fa3ce88d576997b5	-25	12.5	-25	-25	-62.5
6418be1071b8716c81dd6d03	-25	25	-25	-25	-50
641a604be613385009dd72db	-25	25	-25	-25	-50
641aa32c2d955e806c03cbbc	-25	25	-12.5	-25	-37.5
641b1fcd7275677c08982bae	-25	-25	-25	-12.5	-87.5
641c6443a8bca78cf7a512d1	25	25	25	25	100
64275db44c9f63e924c59f3c	-25	-12.5	-25	-25	-87.5
642761fc480b4b9318301c73	12.5	0	12.5	-25	0
64294cae8d5cae1b2ed48562	25	12.5	25	25	87.5
6429597d55809d51e610524e	0	-12.5	0	0	-12.5
642afaa03f927312a91a4c87	-25	25	-25	-25	-50
642b42fc8858b97ac2975432	25	25	0	12.5	62.5
642b4867b32407dbdd61737e	-25	25	-25	-25	-50
642f43cfa37a1e968da2c9b3	25	25	25	25	100
64309be1d7d085ed8ee4c129	25	25	25	25	100
64384af1f6fc298b3fe49027	25	25	25	25	100
6439d7987b1126efcebc25ac	0	12.5	12.5	0	25
64401360c45f52531fde4aa6	25	25	-12.5	12.5	50
644015377c511324cabe9616	12.5	12.5	0	-25	0
64404b98fae5f4fcdefe71af	25	25	25	25	100
64412826681d195f47939c7f	-25	-12.5	-12.5	-12.5	-62.5
6441584c2bff52766e55f7b3	-25	25	25	-25	0
644164d75b4cbe61ff891e64	-25	-25	-25	-25	-100
6441890f4ea5d3738776aff4	-25	-25	-25	-25	-100
64429af825cbfee55f7f2653	25	25	25	25	100
6446db24e52b65559874f4f6	-25	-25	-25	-25	-100
6447ad029d917ea4a1a090a4	-25	-25	-25	12.5	-62.5
6447e560a1331745c679a03b	12.5	-25	0	25	12.5
644808e09076580e3e3ce991	-25	25	-25	-25	-50
644a8c25f747d73d9828bee3	-25	0	-25	-25	-75
644bd5f65278efdaecb4f62f	25	25	25	25	100
644bfef77d2220b964ca0c30	-25	0	-25	-25	-75
64551d250ef342507eb0edf9	12.5	0	12.5	0	25
6458939bc77c645ea7979b33	25	25	25	12.5	87.5
6469af575bcebf3f7e552039	-25	25	-25	-25	-50
6469b26b2cf3b4b300c0cddc	-25	25	-25	-25	-50
646e2298279640dfb43a4cb1	-25	-25	-25	-25	-100
64725d797d0dd0abf7f47e45	-25	-25	-25	-25	-100
647652cb5644044df439e1fb	25	25	25	25	100
6478bc3b38c55f11fcabb089	-12.5	-12.5	0	-25	-50
6478dddd683cc5f4a550775f	-25	0	0	-25	-50
647967d19dbd1fc15df8a948	25	25	25	25	100
6481ec9f0a58d32023a4fd94	-25	-25	-25	-25	-100
6491d720871d9f5e16eafb93	25	12.5	0	0	37.5
64950eb7e2cb12bc4dc6d9d2	-25	-12.5	-25	-25	-87.5
6496f9fbc2928ee6956ef623	25	-25	25	25	50
64b06482093329a4f0078e60	0	0	0	0	0
