subject	headphonecheck_nCorrect	stereocheck_nCorrect	DL_right	DL_left	DL_other	DL_monoPctCorrect	DL_dualPctCorrect	DL_lat
6314bc49055e150c92f4736e	2	3	48	55	17	100	85.83	-6.796116504854369
6315a102cb675027354ef5d8	4	6	53	41	26	79.17	78.33	12.76595744680851
631610af8e747093cd90e00d	6	6	35	66	19	100	84.17	-30.693069306930692
631659ad8e5354f16aef7249	6	6	80	19	21	100	82.5	61.61616161616161
631746048043e6fd54a798d4	6	6	46	43	31	83.33	74.17	3.3707865168539324
63179fe6d8b52834c9c8f5f7	5	6	38	41	41	100	65.83	-3.79746835443038
6318ec19888839dfc0b4d5c8	5	6	44	52	24	91.67	80	-8.333333333333332
631a0abd840b151d3bf54b6b	6	6	72	23	25	83.33	79.17	51.578947368421055
631a114b543a75e72096fc17	6	6	55	43	22	100	81.67	12.244897959183673
631ab79e8635a1df26319958	6	6	60	47	13	95.83	89.17	12.149532710280374
631b1437200a529b7f31919d	1	3	54	56	10	83.33	91.67	-1.8181818181818181
631b32b0796f2941b55e7d58	6	6	34	71	15	87.5	87.5	-35.23809523809524
631bfb8f27645e704e21c1cd	4	6	47	34	39	75	67.5	16.049382716049383
631c8e97db06f601f81bd82f	1	6	42	46	32	83.33	73.33	-4.545454545454546
631f1b608af38f654d2a3b1f	3	6	27	60	33	91.67	72.5	-37.93103448275862
631f8164145b26de1567f040	0	6	66	33	21	100	82.5	33.33333333333333
631fd12cab0b639506214b7b	5	5	4	95	21	95.83	82.5	-91.91919191919192
632222532c12ab0ab7ca00bd	6	6	54	42	24	100	80	12.5
63239f94b13228f09348c943	6	6	38	34	48	62.5	60	5.555555555555555
6324190c00acac6ac06d882b	6	5	54	58	8	79.17	93.33	-3.571428571428571
63251e479509813fab713ad2	6	6	56	34	30	83.33	75	24.444444444444443
6325482a5da955ebe4a72c93	3	6	81	17	22	79.17	81.67	65.3061224489796
63287c548c0d66d1e300fd64	6	6	78	12	30	100	75	73.33333333333333
632881a28fcc3aae4da242e2	5	6	53	52	15	100	87.5	0.9523809523809524
6329f8bd8622aaba8e13a6d7	6	6	98	8	14	100	88.33	84.90566037735849
632a2b88ee7ba45758fde30b	6	0	40	47	33	75	72.5	-8.045977011494253
632b19a12e685b61f1ac6508	2	6	57	56	7	100	94.17	0.8849557522123894
632b1b35331d4efbfb0d0f8d	0	6	43	63	14	100	88.33	-18.867924528301888
632b21ce03008aff6a4314b6	4	6	77	21	22	100	81.67	57.14285714285714
632c0075227e9b734c80424d	6	6	74	23	23	91.67	80.83	52.57731958762887
632c211dcdf6a137b26dfdce	0	0	34	38	48	75	60	-5.555555555555555
632ff41f3631baf749984e3e	0	6	56	55	9	100	92.5	0.9009009009009009
6332177870f40e88d0206f74	6	6	98	18	4	87.5	96.67	68.96551724137932
6335e35d7a38530d68fd75ca	4	4	39	49	32	79.17	73.33	-11.363636363636363
63383ce105061ac9c94a652a	6	6	70	30	20	100	83.33	40
6338c289b6f1c7bdcef71166	6	6	63	42	15	100	87.5	20
633c74ad6178784ed5b52104	0	0	31	58	31	100	74.17	-30.337078651685395
63403b47287756c1978d2985	5	6	38	32	50	75	58.33	8.571428571428571
6341a541b6cfd5f8933f48c4	6	6	51	42	27	100	77.5	9.67741935483871
634282de38138fa9316eb482	0	1	65	28	27	87.5	77.5	39.784946236559136
6346880c3d5b5160c4dd3b62	6	6	52	50	18	87.5	85	1.9607843137254901
63468824bc01887b6007d674	4	6	87	16	17	100	85.83	68.93203883495146
6346887083e9dda2b38f6c56	4	6	63	36	21	100	82.5	27.27272727272727
634695670344cd46b52f7249	0	6	70	29	21	100	82.5	41.41414141414141
63469771ec0b74d9c71458d0	5	6	0	120	0	100	100	-100
6346da4e7ac002d7383bd243	6	6	28	72	20	100	83.33	-44
6347e31ef77fad7edd2f53f1	6	6	68	37	15	95.83	87.5	29.523809523809526
63483c4522d65d46028da7a7	6	6	45	56	19	100	84.17	-10.891089108910892
634bf82ea58e2f34672d56ba	6	6	63	28	29	87.5	75.83	38.46153846153847
634db0be66af0236b2c14770	6	6	60	48	12	95.83	90	11.11111111111111
6361483717c4df2ebf189d07	0	6	51	48	21	91.67	82.5	3.0303030303030303
63614928290a805b5455d371	6	6	40	31	49	75	59.17	12.676056338028168
636166e1694fe8d9ed77dd68	6	6	61	37	22	91.67	81.67	24.489795918367346
6361769fee0c219b0f1cc480	6	6	79	19	22	91.67	81.67	61.224489795918366
6361bfe81e0da4a406b33f1e	4	6	61	49	10	100	91.67	10.909090909090908
6362a31e279a0277702f9a45	6	6	41	58	21	87.5	82.5	-17.17171717171717
6365491e5682032c1c2a6687	6	6	29	70	21	91.67	82.5	-41.41414141414141
637e1d4874d7ff427504812b	0	6	41	69	10	95.83	91.67	-25.454545454545453
637e2af8fcc2c65c96d9e1a0	6	6	13	97	10	87.5	91.67	-76.36363636363637
637f7c6517daaa050a1632ba	0	6	52	59	9	87.5	92.5	-6.306306306306306
6384e8f79ddf2df1432db0e8	6	6	33	60	27	100	77.5	-29.03225806451613
638af58823dc0ec4b64d0d34	0	3	9	102	9	95.83	92.5	-83.78378378378379
63acd72d84094941de5813e5	5	6	108	1	11	91.67	90.83	98.1651376146789
63b6be87ead45e4fa772fbf5	6	2	55	54	11	87.5	90.83	0.9174311926605505
63b6cc23f13731158517f900	6	6	0	119	1	100	99.17	-100
63b6ef9027eb90f292852ee4	4	6	115	1	4	100	96.67	98.27586206896551
63bc7fe62d69346a94c04b9e	6	6	57	49	14	91.67	88.33	7.547169811320755
63bca8a6f3803fbb0c3aca28	2	6	54	49	17	95.83	85.83	4.854368932038835
63bd61cff50297c9332e3f39	0	5	41	30	49	70.83	59.17	15.492957746478872
63bdfe6a69fc4d15b3aec18d	5	6	64	44	12	100	90	18.51851851851852
63be6aae1b65a42e794770ee	3	3	31	36	53	75	55.83	-7.462686567164178
63c3164c08ff110d63b44dc6	1	2	13	91	16	83.33	86.67	-75
63c3584c5e3d88814d1005ab	6	6	20	88	12	100	90	-62.96296296296296
63c48023d6116ee42fa17bf8	5	6	3	105	12	91.67	90	-94.44444444444444
63c487fa9db90581d57dc017	5	6	108	3	9	87.5	92.5	94.5945945945946
63c53ebbbe4c337aef4f6119	6	6	35	66	19	95.83	84.17	-30.693069306930692
63ced19b7422296653437e30	6	6	46	47	27	87.5	77.5	-1.0752688172043012
63ced2194f403847de36bab5	6	6	84	20	16	100	86.67	61.53846153846154
63ced5ba289fa7af427c3740	6	6	40	55	25	79.17	79.17	-15.789473684210526
63cee33497b8fc261dde69ba	6	6	32	55	33	100	72.5	-26.436781609195403
63cf4f4722d1c48cef8b0b10	0	6	56	57	7	95.83	94.17	-0.8849557522123894
63cff31d0fabe7166966c8b7	6	6	54	33	33	79.17	72.5	24.137931034482758
63cff34d33a9948e3b0b28d6	6	6	54	42	24	87.5	80	12.5
63d005e38ccccb84f2c1d04c	6	6	70	20	30	75	75	55.55555555555556
63d00e3cea3280c3ed8a340c	6	6	42	46	32	100	73.33	-4.545454545454546
63d042c98e64ec1173d30ab7	0	5	44	36	40	62.5	66.67	10
63d07155a81baf5108925992	6	6	69	24	27	100	77.5	48.38709677419355
63d086f89f695e2d3c210e9f	6	6	65	48	7	100	94.17	15.04424778761062
63d1156045971dc6b0006c73	6	6	78	25	17	95.83	85.83	51.45631067961165
63d13b643c7b2dd31426e8af	5	6	62	51	7	100	94.17	9.734513274336283
63d13b764f00a53476867c25	6	6	39	69	12	95.83	90	-27.77777777777778
63d13b9d237fce03faaae024	6	6	40	51	29	100	75.83	-12.087912087912088
63d13ca7d896eababf86d150	6	6	38	59	23	83.33	80.83	-21.649484536082475
63d13cb81a0a88a3ce29e33f	6	6	56	49	15	100	87.5	6.666666666666667
63d13d1465e0743b7b2b7962	6	6	45	61	14	100	88.33	-15.09433962264151
63d13f138cb8f46cf6ff65e9	6	6	59	36	25	100	79.17	24.210526315789473
63d13f2f59ef764f641406dd	3	6	37	31	52	58.33	56.67	8.823529411764707
63d1412396ee4fa133b52643	5	6	89	20	11	95.83	90.83	63.30275229357798
63d14eca0fd7e8476aff6652	6	0	24	74	22	91.67	81.67	-51.02040816326531
63d18647419ae52f5e141607	6	6	93	12	15	95.83	87.5	77.14285714285715
63d1c1095b55c7061678a96e	3	6	52	55	13	91.67	89.17	-2.803738317757009
63d2a4b549eb02187fd40092	6	6	61	35	24	91.67	80	27.083333333333332
63d2cb67dfc2a799bbd30c69	6	6	63	51	6	100	95	10.526315789473683
63d2eec88a81e2462be70762	1	6	39	62	19	87.5	84.17	-22.772277227722775
63d2f3294efc674f84b302d2	6	6	73	33	14	100	88.33	37.735849056603776
63d3a3629d0b9452d3f32c7e	5	6	38	52	30	87.5	75	-15.555555555555555
63d3f99eac52371a49e65825	6	6	60	27	33	83.33	72.5	37.93103448275862
63d3fb15a2f8df9e46752d80	6	6	48	36	36	100	70	14.285714285714285
63d3fbdc74f911908d4c50b3	6	6	61	49	10	95.83	91.67	10.909090909090908
63d3fc20bb484480bed0228c	0	6	45	51	24	95.83	80	-6.25
63d3fd4267f25518af752d7e	6	6	52	56	12	100	90	-3.7037037037037033
63d3fec908b40217bbd48993	5	6	50	57	13	100	89.17	-6.5420560747663545
63d404f4eaf69448ef9e09e6	5	6	61	45	14	100	88.33	15.09433962264151
63d4061bc9ec9cf926d6c9f7	6	6	57	40	23	87.5	80.83	17.525773195876287
63d40b7d3c7f92ff15ef6b67	6	6	15	99	6	100	95	-73.68421052631578
63d40f21ea1c311723c7c847	6	6	71	33	16	95.83	86.67	36.53846153846153
63d410114a361b7bee9c12b9	2	6	51	56	13	95.83	89.17	-4.672897196261682
63d413840c9c512ac3dfc533	6	6	40	45	35	83.33	70.83	-5.88235294117647
63d41536bd37096fda85cfb8	6	6	71	38	11	100	90.83	30.275229357798167
63d41641e3864dede6329c16	6	6	50	41	29	79.17	75.83	9.89010989010989
63d416bc58ca5094af85cf8a	1	6	34	53	33	83.33	72.5	-21.839080459770116
63d4251f684e52575206f44b	5	6	47	51	22	91.67	81.67	-4.081632653061225
63d44472a72a227e0fef6bdc	6	6	53	46	21	100	82.5	7.07070707070707
63d447dff5d5b197f0d02275	6	6	55	41	24	100	80	14.583333333333334
63d461ae668907ea6006f43f	0	3	41	49	30	91.67	75	-8.88888888888889
63d4dbdd4adb3ccef611be9c	6	6	68	30	22	95.83	81.67	38.775510204081634
63d5e3bf4a739d1158b9ce64	0	6	59	47	14	100	88.33	11.320754716981133
63d672fd60ac772cd04cc33b	6	1	21	64	35	75	70.83	-50.588235294117645
63d68acca98cdd2bf385cfad	6	6	43	57	20	100	83.33	-14.000000000000002
63d6d8e21745f34be8ce7c35	6	1	33	37	50	54.17	58.33	-5.714285714285714
63d6dfc970a407ead0b0d3a1	1	6	40	39	41	75	65.83	1.2658227848101267
63d6fd6a2ab6a0946433add6	6	6	55	40	25	75	79.17	15.789473684210526
63d6ffe31d0f4bc7fad6c995	5	6	97	9	14	87.5	88.33	83.01886792452831
63d767905eeabd2239a652db	1	6	68	38	14	91.67	88.33	28.30188679245283
63d77a647dbf6c0c53b0d375	6	6	57	45	18	100	85	11.76470588235294
63d79c120d736e870e993b8c	6	6	65	41	14	100	88.33	22.641509433962266
63d79d065189719c8393e3eb	6	6	71	37	12	100	90	31.48148148148148
63d79d7e23a410a0bcdb390a	6	6	31	56	33	83.33	72.5	-28.735632183908045
63d79efd58203fb36a6e7f21	6	6	73	30	17	100	85.83	41.74757281553398
63d7a22621e496f7486bc851	5	6	65	45	10	91.67	91.67	18.181818181818183
63d7a79e2606216262545e75	5	6	24	72	24	100	80	-50
63d7aaec3ca7349b1aa83301	6	3	40	39	41	91.67	65.83	1.2658227848101267
63d7ab86c847cafcb6b8803c	5	6	39	31	50	62.5	58.33	11.428571428571429
63d7b127485d5655e70c8282	6	6	46	41	33	95.83	72.5	5.747126436781609
63d7bb92ab9685eb344e78f4	6	6	35	65	20	83.33	83.33	-30
63d7c1c77724f08194bcf7d9	6	6	49	47	24	79.17	80	2.083333333333333
63d7e609051bf50f9d1dcd35	6	6	76	31	13	100	89.17	42.05607476635514
63d7eca29f0291aff53b003e	6	6	61	48	11	100	90.83	11.926605504587156
63d7ee554df9f854d75ea6a7	6	0	46	48	26	87.5	78.33	-2.127659574468085
63d7f17bc657e6dc9e481a9a	0	6	61	52	7	100	94.17	7.964601769911504
63d7f3f4e50de685d3d5b4fb	5	6	48	50	22	83.33	81.67	-2.0408163265306123
63d7f42900f82081456a376a	6	6	79	27	14	100	88.33	49.056603773584904
63d7f67f398e16e63a1fb6cf	5	6	61	22	37	79.17	69.17	46.98795180722892
63d82b0ef18b425db684c7e5	6	6	67	41	12	100	90	24.074074074074073
63d864bfc3bc732e26295c9c	4	6	23	68	29	100	75.83	-49.45054945054945
63d8665164999168637f2029	6	6	91	23	6	95.83	95	59.64912280701754
63d881ab484805569b553bd8	5	5	38	67	15	100	87.5	-27.61904761904762
63d8d641a5a265b01a28716c	5	6	60	40	20	100	83.33	20
63d92dacc885e6167a4a486c	6	6	65	31	24	91.67	80	35.41666666666667
63d95313b31ba96b668888e2	6	6	63	32	25	95.83	79.17	32.631578947368425
63dab0380b8791f9560fd329	5	6	12	98	10	100	91.67	-78.18181818181819
63db1ccde6434330f2a99d87	6	6	85	17	18	100	85	66.66666666666666
63dbe76cbc72cdb0f3e93414	6	6	96	10	14	100	88.33	81.13207547169812
63dc9888ca8a3238e40fada8	6	6	90	14	16	95.83	86.67	73.07692307692307
63dcc00d97b599698e60a1a6	2	6	42	40	38	70.83	68.33	2.4390243902439024
63dd37970407f565167e5361	0	6	21	19	80	16.67	33.33	5
63de2e4a0c6fd41343f82a79	6	6	70	41	9	95.83	92.5	26.126126126126124
63e316f79fdeba5ba50385e1	6	6	87	13	20	91.67	83.33	74
63e3d578865b052c54e5bb22	0	6	73	40	7	100	94.17	29.20353982300885
63e51bc04bab3dc97deba8de	6	6	78	16	26	87.5	78.33	65.95744680851064
63e51bd9b573cd46809e1d56	4	6	46	41	33	87.5	72.5	5.747126436781609
63e51be13df7cac2d9348a05	6	0	43	64	13	95.83	89.17	-19.626168224299064
63e51be199687d0e5eec6f0b	6	6	52	44	24	100	80	8.333333333333332
63e51c373af1cc5baf0c727f	4	6	43	44	33	79.17	72.5	-1.1494252873563218
63e51ccf6611acbfdc8c13c9	6	6	50	34	36	54.17	70	19.047619047619047
63e520b01779bbc9c4f6d1eb	5	6	90	11	19	100	84.17	78.21782178217822
63e52666f4a31e05b9fc6680	1	2	56	59	5	100	95.83	-2.608695652173913
63e52dbdcdee07bcdb0e7da4	6	6	44	58	18	100	85	-13.725490196078432
63e52f8ab3688f45f842114c	6	6	46	34	40	87.5	66.67	15
63e530e893c44a3aefe9b29c	6	5	53	50	17	79.17	85.83	2.912621359223301
63e538754c4b30560ca84884	0	4	48	52	20	91.67	83.33	-4
63e5525d306024ee8865e880	4	6	67	40	13	100	89.17	25.233644859813083
63e55f03b3c1f7481cec6eb9	4	6	52	54	14	95.83	88.33	-1.8867924528301887
63e55f08844f6fb08115851f	6	6	51	36	33	95.83	72.5	17.24137931034483
63e56678a87f209e2ca83059	0	6	21	83	16	95.83	86.67	-59.61538461538461
63e5747f1eb29ec68ae2ddd6	0	4	24	28	68	25	43.33	-7.6923076923076925
63e5a6690eeedc20da056717	5	6	50	50	20	100	83.33	0
63e5ffdf639ebdcf35aacb09	6	6	43	69	8	95.83	93.33	-23.214285714285715
63e6378e04ade071ebf9ff9c	5	6	27	35	58	70.83	51.67	-12.903225806451612
63e6cf0764dc4e52bee573af	0	6	63	27	30	83.33	75	40
63e6dfd8bb1c10a44d13d7e5	6	6	51	41	28	91.67	76.67	10.869565217391305
63ea44a0adefd2af8e13015c	1	6	19	25	76	45.83	36.67	-13.636363636363635
63ea451d26e9af5be0b01d50	6	6	53	48	19	95.83	84.17	4.9504950495049505
63ea4730d677f800a8887ad6	6	6	53	40	27	95.83	77.5	13.978494623655912
63ea4a4ed214b26e3ff8b7f2	0	3	52	58	10	91.67	91.67	-5.454545454545454
63ea4ab1ce4168cbe9f63775	0	5	74	21	25	100	79.17	55.78947368421052
63ea52b8342eff8b95ef0f95	5	6	39	35	46	95.83	61.67	5.405405405405405
63ea6b49edfcb9164c21a4bd	6	6	69	40	11	100	90.83	26.605504587155966
63ea79021f0c43def6174042	6	6	75	25	20	100	83.33	50
63ea94c7220a944dcd17400b	6	6	46	41	33	83.33	72.5	5.747126436781609
63eaace3d44d695631f32db0	6	6	46	25	49	75	59.17	29.577464788732392
63eac31811a6da58d4f32d76	6	6	28	67	25	79.17	79.17	-41.05263157894737
63ead665638c8546d8c3a962	5	6	52	58	10	100	91.67	-5.454545454545454
63ead6f452e11793b2f8dab8	6	6	90	4	26	83.33	78.33	91.48936170212765
63ebd1e66feb52fb3009c707	3	0	35	47	38	91.67	68.33	-14.634146341463413
63ed0a8a65ddbf9edae99a16	6	6	60	37	23	100	80.83	23.711340206185564
63ed15bed4665c62d9e6dbb2	1	6	39	51	30	70.83	75	-13.333333333333334
63edb6401c8f280841255a82	5	6	63	37	20	83.33	83.33	26
63f049c2d78b2bc822a16dac	6	6	57	44	19	100	84.17	12.871287128712872
63f3731fccf0d4e95aa80d11	3	2	32	42	46	75	61.67	-13.513513513513514
63f519601c333d44a17bb35a	6	6	59	39	22	91.67	81.67	20.408163265306122
63f5c99a1cecb4136b93f7db	5	5	23	18	79	12.5	34.17	12.195121951219512
63f77915c48d021a3bf77b0f	0	4	14	24	82	16.67	31.67	-26.31578947368421
63f77b9ca8439f6e1620c1cd	0	6	50	27	43	95.83	64.17	29.87012987012987
63f77ee4aa0961332b87fd0f	6	6	44	62	14	95.83	88.33	-16.9811320754717
63f7811862c6df4e5438367d	3	6	53	29	38	83.33	68.33	29.268292682926827
63f787256fc87f0a297a849c	6	6	60	42	18	100	85	17.647058823529413
63f789b502d033e83fca7885	5	6	54	35	31	95.83	74.17	21.34831460674157
63f78d9a7a3d118594efff74	6	6	58	38	24	95.83	80	20.833333333333336
63f78f511969d7e1b13907e4	6	6	53	46	21	100	82.5	7.07070707070707
63f796a016e377d12cff50f1	6	6	79	19	22	100	81.67	61.224489795918366
63f7bdf930a31a500169fea1	0	6	56	43	21	87.5	82.5	13.131313131313133
63f7c538e9def44bfbdc7db3	4	6	54	30	36	83.33	70	28.57142857142857
63f7e1bb3866d96e37ecfd1c	5	6	80	24	16	95.83	86.67	53.84615384615385
63f7e5adcf31a0af5e7da12f	4	6	48	62	10	100	91.67	-12.727272727272727
63f81021ab46acf095efff80	0	6	108	4	8	95.83	93.33	92.85714285714286
63f8705ae362b217290d08c2	5	6	45	46	29	95.83	75.83	-1.098901098901099
63f8a056531af02b77961676	2	3	11	33	76	16.67	36.67	-50
63f93d2de413ad49cf0dbff1	6	6	76	23	21	95.83	82.5	53.535353535353536
63fac97f0d4e8f6bfd753d90	5	6	25	82	13	95.83	89.17	-53.271028037383175
63fe16762b4c19bea77a0904	1	6	44	29	47	62.5	60.83	20.54794520547945
63ffcb367b500c516d0648a2	1	6	50	56	14	100	88.33	-5.660377358490567
6400dc45648545e7ca8f35a6	5	6	35	67	18	95.83	85	-31.372549019607842
6400dc9a87b5f4d0c3604bf3	6	6	53	40	27	83.33	77.5	13.978494623655912
6400de8f305c51d03c2a9a0e	6	6	85	25	10	100	91.67	54.54545454545454
6400e308335a3bf214ca885e	2	4	46	37	37	83.33	69.17	10.843373493975903
6400e51c13a550f2c6729a0f	5	6	74	30	16	95.83	86.67	42.30769230769231
6400e8b1a2889ce16019eb23	6	6	69	31	20	87.5	83.33	38
6400ed5065c350e3ad8c8233	6	6	82	29	9	91.67	92.5	47.74774774774775
6400f212a7bd9c7c5ab1cc25	6	6	72	36	12	95.83	90	33.33333333333333
64010f32f8dee9772983c7cd	5	6	45	63	12	100	90	-16.666666666666664
640116c8ac12a41ff02a9a2d	6	6	57	31	32	100	73.33	29.545454545454547
6401227cb3aa0d131ec5dd53	0	6	33	74	13	95.83	89.17	-38.31775700934579
6401236cbc95a51538bcc604	6	6	21	90	9	100	92.5	-62.16216216216216
64012a2623351894f2917605	5	6	75	29	16	100	86.67	44.230769230769226
64012a3019588a0c50947538	4	6	44	55	21	95.83	82.5	-11.11111111111111
64016b31c3a34648748168d1	4	6	53	61	6	100	95	-7.017543859649122
640175d4fd2062d9fa478050	6	6	68	34	18	91.67	85	33.33333333333333
64017b47c83e917541f7c592	3	6	63	44	13	95.83	89.17	17.75700934579439
64018f4d1a16dfe2b0f7c552	6	6	67	32	21	100	82.5	35.35353535353536
6401dc189a0c39635de7ebab	6	6	65	44	11	100	90.83	19.26605504587156
640211d8277cfdf56b1bfabb	6	6	48	45	27	95.83	77.5	3.225806451612903
64045393fa09ada78f0b5301	2	1	40	39	41	83.33	65.83	1.2658227848101267
64046e75dff33633131b49b9	6	6	41	28	51	66.67	57.5	18.84057971014493
64050ea342e8e84d43fa7bdf	4	6	69	29	22	79.17	81.67	40.816326530612244
6406300d0af7758269c8dc0b	5	6	57	42	21	95.83	82.5	15.151515151515152
640785ce903930be7597e7c1	6	6	54	38	28	100	76.67	17.391304347826086
6407946a4bb4212372843398	5	6	59	55	6	100	95	3.508771929824561
640b816df86dcee615619d0d	0	5	62	32	26	91.67	78.33	31.914893617021278
641359eb0e2dc93999637e35	3	0	93	11	16	87.5	86.67	78.84615384615384
641360c2d049750e77c9a34a	1	6	40	71	9	95.83	92.5	-27.927927927927925
641361334c91a0c6ff4c5b79	6	3	114	1	5	95.83	95.83	98.26086956521739
6413627f4adf0cc7eb330dfc	6	6	53	35	32	87.5	73.33	20.454545454545457
641363233e3398da82fcb757	6	6	34	68	18	91.67	85	-33.33333333333333
641364d0e4356f62a8c4532d	0	6	88	16	16	100	86.67	69.23076923076923
64136fca174b34ba3a481cfd	3	2	42	41	37	83.33	69.17	1.2048192771084338
6413788e21e4ee4f2dc16daa	6	6	48	38	34	91.67	71.67	11.627906976744185
64138e0c6645b537dcb5ee24	5	6	58	49	13	100	89.17	8.411214953271028
64139e0346c4b91651b69d44	0	5	61	38	21	95.83	82.5	23.232323232323232
6414832dbec81b70c2ac38c9	6	6	63	27	30	70.83	75	40
64151f08bb5879eb3a22d82b	6	6	73	27	20	100	83.33	46
6415b71b73e494b88ef767e0	4	5	46	53	21	87.5	82.5	-7.07070707070707
641724c665e2974bb1dec659	6	6	51	51	18	100	85	0
64175c4b35e2efa75054afa2	1	3	41	36	43	66.67	64.17	6.493506493506493
641772ff6ca990e4c241b1bd	6	6	46	65	9	100	92.5	-17.117117117117118
6417a176fa3ce88d576997b5	5	6	66	41	13	100	89.17	23.364485981308412
6418be1071b8716c81dd6d03	0	6	49	55	16	100	86.67	-5.769230769230769
641a604be613385009dd72db	6	6	105	8	7	100	94.17	85.84070796460178
641aa32c2d955e806c03cbbc	6	6	72	31	17	87.5	85.83	39.80582524271845
641b1fcd7275677c08982bae	0	6	34	50	36	87.5	70	-19.047619047619047
641c6443a8bca78cf7a512d1	6	0	31	47	42	66.67	65	-20.51282051282051
64275db44c9f63e924c59f3c	5	6	48	57	15	100	87.5	-8.571428571428571
642761fc480b4b9318301c73	2	4	52	55	13	87.5	89.17	-2.803738317757009
64294cae8d5cae1b2ed48562	3	2	37	44	39	79.17	67.5	-8.641975308641975
6429597d55809d51e610524e	0	3	48	44	28	91.67	76.67	4.3478260869565215
642afaa03f927312a91a4c87	5	6	58	46	16	100	86.67	11.538461538461538
642b42fc8858b97ac2975432	6	6	51	42	27	83.33	77.5	9.67741935483871
642b4867b32407dbdd61737e	6	6	41	57	22	91.67	81.67	-16.3265306122449
642f43cfa37a1e968da2c9b3	4	6	28	55	37	83.33	69.17	-32.53012048192771
64309be1d7d085ed8ee4c129	6	6	72	29	19	87.5	84.17	42.57425742574257
64384af1f6fc298b3fe49027	1	6	37	43	40	79.17	66.67	-7.5
6439d7987b1126efcebc25ac	0	4	45	52	23	95.83	80.83	-7.216494845360824
64401360c45f52531fde4aa6	3	6	48	39	33	70.83	72.5	10.344827586206897
644015377c511324cabe9616	6	6	35	78	7	95.83	94.17	-38.05309734513274
64404b98fae5f4fcdefe71af	1	6	46	51	23	83.33	80.83	-5.154639175257731
64412826681d195f47939c7f	6	6	49	49	22	91.67	81.67	0
6441584c2bff52766e55f7b3	6	6	57	41	22	91.67	81.67	16.3265306122449
644164d75b4cbe61ff891e64	6	6	65	35	20	91.67	83.33	30
6441890f4ea5d3738776aff4	6	6	55	42	23	100	80.83	13.402061855670103
64429af825cbfee55f7f2653	6	6	56	41	23	100	80.83	15.463917525773196
6446db24e52b65559874f4f6	6	6	60	48	12	95.83	90	11.11111111111111
6447ad029d917ea4a1a090a4	6	6	24	69	27	83.33	77.5	-48.38709677419355
6447e560a1331745c679a03b	6	6	56	40	24	91.67	80	16.666666666666664
644808e09076580e3e3ce991	0	6	45	38	37	58.33	69.17	8.433734939759036
644a8c25f747d73d9828bee3	4	6	1	117	2	100	98.33	-98.30508474576271
644bd5f65278efdaecb4f62f	6	6	85	24	11	100	90.83	55.96330275229357
644bfef77d2220b964ca0c30	6	6	41	43	36	75	70	-2.380952380952381
64551d250ef342507eb0edf9	2	6	25	29	66	37.5	45	-7.4074074074074066
6458939bc77c645ea7979b33	2	6	32	74	14	100	88.33	-39.62264150943396
6469af575bcebf3f7e552039	6	6	66	32	22	83.33	81.67	34.69387755102041
6469b26b2cf3b4b300c0cddc	6	6	69	33	18	95.83	85	35.294117647058826
646e2298279640dfb43a4cb1	5	6	62	30	28	83.33	76.67	34.78260869565217
64725d797d0dd0abf7f47e45	6	6	53	46	21	95.83	82.5	7.07070707070707
647652cb5644044df439e1fb	6	6	50	45	25	95.83	79.17	5.263157894736842
6478bc3b38c55f11fcabb089	0	3	43	48	29	95.83	75.83	-5.4945054945054945
6478dddd683cc5f4a550775f	5	6	49	46	25	100	79.17	3.1578947368421053
647967d19dbd1fc15df8a948	6	6	67	37	16	95.83	86.67	28.846153846153843
6481ec9f0a58d32023a4fd94	6	6	51	48	21	91.67	82.5	3.0303030303030303
6491d720871d9f5e16eafb93	2	4	53	58	9	100	92.5	-4.504504504504505
64950eb7e2cb12bc4dc6d9d2	0	6	110	5	5	100	95.83	91.30434782608695
6496f9fbc2928ee6956ef623	6	6	78	15	27	70.83	77.5	67.74193548387096
64b06482093329a4f0078e60	1	6	16	70	34	79.17	71.67	-62.7906976744186
