subject	first_block	ehi	age	country	sex	education	race	hispanic_ethnicity	rt_overall	duration_s	task_experience_response	task_experience_other_response	open_ended_feedback_response	exclude_many_gos	exclude_low_acc	exclude_low_rt	exclude_high_rt	sample	sample2	prolific_handedness	handedness	exclude_country	exclude_age	exclude_done_before	exclude_no_ehi	exclude_ehi_mismatch	exclude
5a35ecbf57d4450001236fd3	z	-100	30	US	Male	18	Multiple	No	884.5	635.485	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5a4aef0b56ec1100014a3e76	z	-62.5	32	US	Female	16	White	No	794.5	736.355	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Left	0	0	0	0	0	0
5a4c1ecaefd8df0001d34305	z	-87.5	30	US	Male	12	White	No	1068	759.729	No	NA	NA	0	1	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	1
5a4c358dac413f0001e608b5	slash	-75	37	US	Male	16	White	No	509.5	520.474	Yes	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	1	0	0	1
5a5e94a7eedc32000142cd08	z	100	26	US	Male	12	White	No	498	719.298	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5a6ff39ef660ae0001a9837e	slash	75	25	US	Female	12	White	No	569.5	1529.713	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5a776b5aae9a0b0001a9631d	z	-50	36	US	Male	16	White	No	850	603.604	Not sure (please explain):	Done many experiments similar to this, but not exact.	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5a78dbb9ae9a0b0001a97212	z	100	35	US	Male	16	White	No	856.5	677.646	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5a78e410ae9a0b0001a97274	z	-25	31	US	Female	14	White	No	460.5	553.576	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Mixed	0	0	0	0	0	0
5a7ab4c0f1408d0001761db7	slash	100	24	US	Female	16	Asian	No	380.5	631.04	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5a876665ae9a0b0001a9fbe3	slash	-62.5	34	US	Male	16	White	No	784.5	599.257	No	NA	I had trouble telling sometime sif one of the shapes qualified as one I should have pressed the button for, but I hope my contribution stil proved useful.	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5a8ac2d8f49c9a0001f3ab34	slash	-100	35	US	Female	12	Black or African American	No	836	750.632	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5a94ca1a873cda0001dc7147	slash	62.5	32	US	Male	16	White	No	876.5	694.143	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5a98b39b89de8200013ef94f	z	100	25	US	Male	16	Black or African American	No	1060.5	687.745	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5a99f17035237b0001128ff2	slash	-87.5	39	US	Female	18	White	No	759	961.812	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5a9dd8b1873cda00010d18c5	slash	75	28	US	Female	12	White	No	486	837.938	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	0	0
5aa3609e6475f90001a04905	slash	75	25	US	Female	14	White	No	440	517.153	Yes	NA	Thank you for the opportunity to participate.	0	0	0	0	New righties	All righties	Right	Right	0	0	1	0	0	1
5aa6e29435237b0001130d68	z	-87.5	27	US	Female	18	Asian	No	571.5	618.215	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5aadbe52811b2000016f7633	z	-100	36	US	Male	18	White	No	425	823.573	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5ab7c19e1667e40001d7cd93	z	100	30	US	Female	16	White	No	475	657.271	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5abe6156e1546900019bc55d	slash	-87.5	29	US	Male	14	White	No	994	697.342	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5ac4c730f69e940001d977e1	slash	-100	28	US	Male	16	Black or African American	No	998	772.442	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5ac5300f9534ba0001c7446b	slash	-25	39	US	Male	16	White	No	503	621.306	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Mixed	0	0	0	0	0	0
5ac6ca185cd105000162499d	slash	100	33	US	Female	21	White	No	733.5	683.743	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5acb69b70527ba0001c25872	slash	100	26	US	Female	8	White	No	903.5	735.33	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	1	1
5ad0f1934d061300011b0a4d	z	87.5	28	US	Male	12	White	No	939.5	668.468	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Right	0	0	0	0	1	1
5ad7835e9c198c0001fad31a	slash	100	34	US	Female	12	White	No	945.5	832.392	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5adef850eb60400001539109	z	100	25	US	Male	12	White	Yes	773	649.331	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5adf3828dee8590001b05860	slash	100	35	US	Male	16	White	No	462.5	661.125	No	NA	NA	1	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	1
5ae3a41d32ef52000131a531	slash	25	24	US	Male	12	Black or African American	No	851	729.752	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Mixed	0	0	0	0	0	0
5ae7f99bd5ec5e000175f097	slash	-62.5	40	US	Male	12	White	No	560.5	1236.007	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5aee513f3606ab0001b92b29	slash	-50	37	US	Male	12	White	No	821	588.153	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5aee59100ccc2e000185937c	slash	75	35	US	Female	14	White	No	867.5	1056.266	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5af238825847970001e34baf	z	-100	22	US	Female	12	White	No	675	633.402	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5af309960eca060001b15b47	slash	-50	25	US	Male	16	White	No	499.5	732.525	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5af491b6222e4d0001877572	slash	100	40	US	Female	16	White	No	533.5	720.339	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5b066e00f58f8400018b0906	z	87.5	33	US	Male	12	White	No	411	1152.519	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5b0cb441444cef0001ca5fbd	z	-37.5	38	US	Male	14	Multiple	No	171.5	466.02	No	NA	NA	0	0	1	0	Left/mixedies	Left/mixedies	Mixed	Mixed	0	0	0	0	0	1
5b0eca46bd9c310001567c4f	z	25	29	US	Male	14	White	Yes	668.5	615.048	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Mixed	0	0	0	0	0	0
5b15307351caaf0001228d9b	z	100	32	US	Female	12	White	No	728.5	930.677	No	NA	no	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5b182365316c630001abff4f	slash	-87.5	36	US	Female	18	White	No	544.5	663.361	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5b2913910ec82d0001d2578d	slash	75	29	US	Male	12	White	No	525	560.422	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	0	0
5b3e2334cdb4ce0001d93c51	z	87.5	34	US	Male	16	White	Yes	692.5	536.795	Not sure (please explain):	Yes very similar but having to press different keys for different shape. Not this exact study.	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5b48a9e14acd54000132a67f	z	50	38	US	Male	16	White	No	451.5	587.816	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	0	0
5b4a54b4ee41890001ae51b6	slash	-37.5	35	US	Male	14	White	No	661	630.193	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Mixed	0	0	0	0	0	0
5b4a6e57d317a20001e2d051	slash	-62.5	30	US	Female	18	Asian	No	609	575.742	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5b5c8d4e10aec90001ed4bee	slash	-75	23	US	Female	16	White	No	461.5	476.662	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5b5d13d25256470001bc5ef2	slash	-50	27	US	Male	12	White	No	440	528.747	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5b666901f7798c000182c01c	slash	100	38	US	Male	12	White	No	703	664.325	No	NA	it was fun	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5b6ba7cdda5066000131f002	z	-37.5	20	US	Male	12	Asian	No	649.5	625.603	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Mixed	0	0	0	0	0	0
5b76d0f5fca8d9000139404c	slash	87.5	32	US	Male	14	White	No	627.5	572.049	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5b7c877f9dc643000172043d	slash	100	39	US	Male	18	White	No	669	663.503	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5b9530390f85f600015705bf	z	100	32	US	Female	16	White	No	931.5	784.061	No	NA	n/a	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5b9dd322f074140001050095	z	-50	35	US	Female	12	White	No	866.5	752.309	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5ba840da26605b00013c8119	slash	-87.5	23	US	Male	16	White	No	966	662.497	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5ba854ed7c0ebe0001272f2d	z	87.5	31	US	Male	16	White	No	931	761.416	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5ba855d47c0ebe0001272f70	slash	12.5	28	US	Male	16	White	No	867	776.976	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Mixed	0	0	0	0	1	1
5ba961b460f3d500016a2970	slash	100	37	US	Female	12	White	No	468	768.751	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	1	1
5bb7d8139b5f7e0001d43a6c	z	-37.5	32	US	Female	16	Multiple	Yes	502	856.666	No	NA	sometimes i needed to hit tab in order to progress, but the instructions don't say that	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Mixed	0	0	0	0	0	0
5bb8740a0cb04c00014f72e9	slash	87.5	27	US	Female	16	Multiple	No	566.5	663.812	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Right	0	0	0	0	1	1
5bbe6691ba8d7d0001951ef9	slash	87.5	24	US	Female	16	Black or African American	Yes	343.5	626.961	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5bc0ac845a09ea00012e2d30	slash	-50	35	US	Female	12	White	No	552	558.282	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5bc0d0366aa4490001d8c359	slash	-100	20	US	Male	14	White	No	475	633.29	No	NA	The second half of the test would not start for a few minutes, no matter how many times I pressed space or clicked.	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5bc5356e65cfb8000154bd82	slash	-100	33	US	Male	16	White	No	414	648.771	Not sure (please explain):	I have done similar tasks where I wasasked to press keys as quickly as possible after seeing images or text onscreen.	I have slight weakness in my fingertips due to rheumatoid arthritis.	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5bcc60b95c2b810001dc68e2	z	-100	27	US	Male	21	White	No	870	605.315	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5be2991826f9ec00013f6f40	slash	100	26	US	Male	16	White	No	534.5	577.195	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5be299deca095c0001ba3035	slash	-100	25	US	Male	12	White	No	822.5	732.87	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5be31629e69dde0001a2fdd3	z	50	29	US	Female	18	White	Yes	580.5	738.062	No	NA	NA	0	1	0	0	Left/mixedies	Left/mixedies	Left	Right	0	0	0	0	1	1
5bea832a4fbb6f00017ea3e9	slash	87.5	35	US	Male	12	Black or African American	No	829.5	684.967	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
