subject	ehi_i1_writing	ehi_i2_throwing	ehi_i3_toothbrush	ehi_i4_spoon	ehi_total
5b6ba7cdda5066000131f002	-25	12.5	-25	0	-37.5
5b76d0f5fca8d9000139404c	25	12.5	25	25	87.5
5b7c877f9dc643000172043d	25	25	25	25	100
5b9530390f85f600015705bf	25	25	25	25	100
5b9dd322f074140001050095	-25	12.5	-25	-12.5	-50
5ba840da26605b00013c8119	-25	-25	-25	-12.5	-87.5
5ba854ed7c0ebe0001272f2d	25	25	25	12.5	87.5
5ba855d47c0ebe0001272f70	25	-12.5	-25	25	12.5
5ba961b460f3d500016a2970	25	25	25	25	100
5bb7d8139b5f7e0001d43a6c	-25	12.5	-25	0	-37.5
5bb8740a0cb04c00014f72e9	25	25	25	12.5	87.5
5bbe6691ba8d7d0001951ef9	25	12.5	25	25	87.5
5bc0ac845a09ea00012e2d30	-12.5	-12.5	-25	0	-50
5bc0d0366aa4490001d8c359	-25	-25	-25	-25	-100
5bc5356e65cfb8000154bd82	-25	-25	-25	-25	-100
5bcc60b95c2b810001dc68e2	-25	-25	-25	-25	-100
5be2991826f9ec00013f6f40	25	25	25	25	100
5be299deca095c0001ba3035	-25	-25	-25	-25	-100
5be31629e69dde0001a2fdd3	12.5	12.5	12.5	12.5	50
5bea832a4fbb6f00017ea3e9	25	25	25	12.5	87.5
5bf24404e938aa0001dfb845	-25	-12.5	-25	-12.5	-75
5bf28a086d4c3e00014410f7	-25	-25	-12.5	-25	-87.5
5bf4f905345b9b00016eda45	25	25	25	25	100
5c060efc891bb4000121c377	25	25	25	25	100
5c06b3f64a2b7b0001c3c185	25	25	25	25	100
5c0a22affe40eb00016262b6	25	25	25	25	100
5c109903e6eb4e0001b29e44	25	25	25	25	100
5c134ee7e32f86000165ba0d	-25	-12.5	-12.5	-25	-75
5c16e72c91defa000115c8ec	25	25	25	25	100
5c17294778ee390001ab19e5	25	25	25	25	100
5c172ff811fe9a00013e2252	-25	-25	-25	-25	-100
5c284ae48e845b0001fc40aa	-25	-25	-25	-25	-100
5c28e9dfda51990001e3204b	-25	25	25	-25	0
5c2a92b4b8e5f900015b3f58	-25	-25	-25	-25	-100
5c3a925919ceb400010c9344	25	25	25	25	100
5c48ca334635bf000171c13f	25	25	25	25	100
5c4e3977c0783c00016936f9	25	25	25	25	100
5c4e9bd1818d4d00013e8859	25	25	25	25	100
5c535974b7cf140001d308d3	25	25	-12.5	25	62.5
5c573f18d3cc6b0001d9dbc3	25	25	25	25	100
5c58e01e6f4ec5000164c35a	25	25	25	25	100
5c5a19299404f10001ff8cbf	-25	-25	-25	-25	-100
5c64189eede39b0001c39e61	25	25	25	25	100
5c65c74edbd74600014664cc	-25	-25	-25	-25	-100
5c6ac9e5d9c5be000174497f	25	25	25	25	100
5c6b4a3da5064f0001e8b0b1	-25	12.5	-25	0	-37.5
5c70ec7954de160001af45d8	12.5	-25	12.5	12.5	12.5
5c78b032419dcc0014119082	25	25	12.5	25	87.5
5c797e227fd8050001c3fe07	25	25	0	12.5	62.5
5c800507a1d4b900114f28c4	25	12.5	25	25	87.5
5c92cda483617d0010bef1b8	-25	-12.5	0	-12.5	-50
5c958b7bd676900001e1a73b	25	25	25	25	100
5c9a7872e2a8d00001585513	-25	-12.5	12.5	-12.5	-37.5
5c9a7a644a640200171c0cc2	25	25	12.5	12.5	75
5c9ebf067114700016da2813	25	12.5	0	25	62.5
5ca4bade374f11000118f010	25	25	25	25	100
5ca5181bcaf0100001c13705	-25	-25	-25	-25	-100
5caa7f8c0d95570013d82f2f	12.5	-12.5	12.5	0	12.5
5cab7cc86d3a6e001519d9e9	-25	-25	-25	-25	-100
5cb568ebf0e31e0017d9bf32	25	25	25	25	100
5cb5ff63931852001cf69b28	-25	-25	-25	-25	-100
5cbb78d664170f00011d7c4f	25	25	25	25	100
5cc489df3e74d80001198974	0	-12.5	-25	-25	-62.5
5cc5e72ce3c44e0015fdf990	25	12.5	12.5	0	50
5ccba9db385fbf0001f55fd6	-25	-25	-25	-25	-100
5ccc60abe787e000167f8143	-25	0	-25	-25	-75
5cd01055c24ebe0001f9fd40	-25	-12.5	0	0	-37.5
5cd063ce657e300016f6c95a	-25	-12.5	-12.5	-12.5	-62.5
5cd3ff1ac99584000199dd15	25	25	25	25	100
5cdad620eae6f70019d4e950	25	25	0	25	75
5ce203d24cf9960001797537	-25	-12.5	-25	-12.5	-75
5ced82e372abf2000174775e	12.5	0	0	12.5	25
5cfb5233df7d70001619ca90	25	25	25	12.5	87.5
5cfe7510d987a800178eab1a	-12.5	-12.5	0	-12.5	-37.5
5d0a7c784cf0d90018b049c6	25	12.5	-25	12.5	25
5d10102523f6320017c63e07	25	12.5	25	25	87.5
5d1534993fa4550019cf8aec	-25	-25	-25	-25	-100
5d158f6419d2ed0001e2120c	25	25	12.5	12.5	75
5d16c3c940218700189a0f04	25	12.5	12.5	12.5	62.5
5d17a2c94d7eea00170c3aca	25	25	25	25	100
5d193535601cd70017727028	25	25	25	25	100
5d1ba5653788ac0019ced548	25	25	25	25	100
5d1beb9c9e033e0017a725dc	25	25	25	25	100
5d1d0270601cd7000172942f	25	25	0	25	75
5d1e2045a37a4d001a1fc2cb	-25	0	-12.5	-12.5	-50
5d22a2a5d75330001a7a3cc2	25	25	12.5	12.5	75
5d269fedf6dec40019b87a59	25	25	25	25	100
5d296b94d7d4940015e62ca6	25	12.5	-12.5	12.5	37.5
5d2a3561d3edf900018016a1	25	25	25	25	100
5d2fbee1fb16450018a7a023	25	25	25	25	100
5d332957d0635b00013bd785	12.5	12.5	-25	0	0
5d33df509ce6590001010852	25	12.5	12.5	12.5	62.5
5d3522b6eac3d50017df02cb	25	12.5	25	25	87.5
5d378df21acda30001e7191e	25	25	25	25	100
5d3cc9010e510a00013df6f6	25	0	25	25	75
5d3df9b23bf3780015abf56f	25	25	25	25	100
5d44b06e62ed9000017ad64c	-12.5	12.5	12.5	12.5	25
5d48fcc5643eb80001fb43fa	25	25	12.5	25	87.5
5d49fbb01da04c001a407042	-25	12.5	25	25	37.5
5d4a476144cb2200195e96ad	-25	-25	-12.5	-25	-87.5
5d4b14caed2dfc0001a22c1a	25	25	25	25	100
5d4b265b72db9d0015e8aac6	25	25	25	25	100
5d4cdc63ec9aa0000112ae43	-25	-25	-25	-25	-100
5d5315f889849a0001a76d1a	25	25	25	25	100
5d53bffa147a7d00015aae5a	25	25	12.5	12.5	75
5d54beb0c15b0700018d0211	-25	-25	12.5	-25	-62.5
5d5be747b80b900015eda31e	-25	-25	-25	-25	-100
5d5dc2d37bfc8400013b653c	25	25	25	25	100
5d62ac66d989a40018236bbf	25	0	12.5	0	37.5
5d6513f46f5284000118ef1d	-25	-12.5	-12.5	-25	-75
5d76d2f7daf4bf00164d585b	25	12.5	-25	-25	-12.5
5d7850851841fc0001e9c64d	-25	-12.5	-12.5	-12.5	-62.5
5d7cefc73f9ae70018b400f1	25	25	25	25	100
5d7e7207461e51001c5c236c	-25	-12.5	-25	-25	-87.5
5d7f79e7e41ee70018d9164a	25	25	25	25	100
5d847ac9be4b0b00188463d7	25	12.5	25	25	87.5
5d859977611c9700152f11a1	25	25	25	25	100
5d8793d36c53380015139da9	-25	25	0	-25	-25
5d8a29c082fec30001d9c24a	25	25	0	25	75
5d90298097a2130015f3fa3c	-25	-25	-12.5	-12.5	-75
5d96eeed1998fb00177f6b71	25	25	12.5	25	87.5
5d9f5c0702dca80018822b8e	25	25	25	25	100
5da23c68cf775d001724d361	-25	25	-12.5	-12.5	-25
5da360b12e89480010ef417a	25	25	25	25	100
5db1142453bf830017fc744c	-25	25	25	25	50
5dbf704fa3f5cb40876271fc	25	25	25	25	100
5dc7870428e0d566b626bcb9	25	25	25	25	100
5dc87423f9d4a05edf6fa10d	12.5	12.5	12.5	0	37.5
5dcb685070d51c8275d7bd54	25	25	0	12.5	62.5
5dcc3ec7db13278d75c8622f	25	12.5	12.5	25	75
5dcc5fee28e3148e8009491e	-25	-25	25	-25	-50
5dcca2db88381e92c96b9ac5	-25	0	-12.5	-12.5	-50
5dcebf4ad2c3e0000ab3debe	25	25	25	25	100
5dceeba4144b510411fb4566	-25	0	0	-12.5	-37.5
5dd0749782569a156ed4f658	25	25	25	12.5	87.5
5dd0840cf83c9f1603dcf0e8	-25	0	-25	-25	-75
5dd3285739bca132e4786d37	-25	25	25	25	50
5dd43c63390fb6428d4974f0	25	25	25	25	100
5dd91a879dac7c8a7a36fecf	-25	-25	0	12.5	-37.5
5dd95432cf08aa8dc50bb42a	25	25	25	25	100
5dd984381096ea907a3272f2	-25	12.5	-25	-12.5	-50
5ddd1dd2b48da3c63a3ccdbb	25	25	12.5	25	87.5
5ddd92855daaa6d095854780	-25	-25	0	-12.5	-62.5
5de33ff0cc246f3633dc01d2	-25	-25	-12.5	-25	-87.5
5deb3c192235ad24f4a21826	-25	0	-12.5	-25	-62.5
5decaac46e09cf3792805023	25	25	25	25	100
5dededfd2f942d492d0e36d7	-25	-25	-25	-25	-100
5dedf0483711364928753ecd	25	-25	-25	25	0
5dee896cf87f5552d3cd6502	25	25	25	25	100
5dee933631a7e05381da6b02	25	25	25	25	100
5df0eb850042e812ca51313a	-25	25	-25	-12.5	-37.5
5df15bc3361a8506b94f79ed	25	12.5	12.5	25	75
5df180b59b92b1098c0d5818	25	12.5	25	12.5	75
5df2f36b617219204de98060	-25	-25	-25	-25	-100
5e0047b3a99550c62bda2dd6	25	25	25	12.5	87.5
5e08d48b7bf5721d51467348	25	12.5	12.5	12.5	62.5
5e0a434b8676812de85037c3	-25	-12.5	0	0	-37.5
5e0d6dee4f40fb4f60fc0494	25	25	25	25	100
5e10d288a2c6967a2c655aad	-25	-25	-25	-25	-100
5e18241da01d35102555c69b	-25	-25	-25	-25	-100
5e1b9951be8d633cb531644c	-25	25	-25	-25	-50
5e1f7b2a4c9b832b34e7c9d3	-25	-25	-25	-25	-100
5e217a34e8ff3a469b5dfebc	-25	-25	-25	-25	-100
5e25ea083d2e1b82e39c0a1d	12.5	0	12.5	0	25
5e26762aa8c1118a9d578c4d	25	25	25	25	100
5e276da673bc15084160abd3	25	12.5	25	25	87.5
5e2b4e61a7f804000a55eee7	-25	-25	-25	-25	-100
5e2e7d79acf5fe45b62f859a	25	25	25	25	100
5e387f2c0d70ef099d5e5a4f	25	25	12.5	12.5	75
5e38e79295ff561112eae457	25	25	25	25	100
5e3d775ce78aa1034d81f20d	-25	-25	-25	-25	-100
5e3dff6b8714b707b9a258b0	25	25	25	25	100
5e44cd061aedc43572ba58b3	-25	12.5	0	-25	-37.5
5e455faf462e0802d9d9c3e2	-25	12.5	-25	-25	-62.5
5e46d70ab1f1c5000d96800d	-25	-25	-25	-25	-100
5e4a1730c94447480594cea4	25	25	25	25	100
5e4a2f23f64db74915406236	-25	25	12.5	-25	-12.5
5e4b793f03c92a08a6d28e3f	25	25	25	25	100
5e4c86f49b48ae0c4af25e8e	25	12.5	0	12.5	50
5e4d2e7f6603cd16888864e7	25	25	25	25	100
5e4e844553bc702cdf68404d	-25	12.5	25	-25	-12.5
5e5220711b676824eb24c172	25	25	25	25	100
5e52411c31127d26040f4d3c	-25	-25	-25	-25	-100
5e53eb33ef87a902f39b1b77	-25	-12.5	-12.5	-25	-75
5e544727059e3744ccdd4c3b	-25	-25	-12.5	-12.5	-75
5e56a66121583601d3c3526a	-25	-25	-25	-25	-100
5e5731e3e1e8b90e25c1f3a2	12.5	12.5	12.5	12.5	50
5e62dbd8142c3c08017d8728	25	25	25	25	100
5e63e793e50a6316a75213c4	25	25	25	25	100
5e63f502ff4913000ce60513	-25	-25	-25	-25	-100
5e6813ada1c2de09bc51d9b2	25	25	25	25	100
5e683c4d6ca0f9000d3f35fe	25	-12.5	25	12.5	50
5e6d07de9cf1952cdc94bf61	-25	-25	-25	-25	-100
5e6ef5fbf14d264ae2ef3867	-25	-25	-25	-25	-100
5e6fca371814a4594af2f420	25	25	25	25	100
5e6fe3e20e34ca0aa955b116	-25	12.5	-25	-25	-62.5
5e7129105f07e2038154621a	-25	-12.5	-12.5	-12.5	-62.5
5e753ccd65c9670a250a019b	-25	0	-25	-12.5	-62.5
5e761a1c409bdd17b294f631	-25	12.5	-12.5	0	-25
5e76ea9839c4412605dd2070	-25	12.5	-25	-25	-62.5
5e7d09e7f0a5a00c4a1ccf96	25	25	25	25	100
5e7fefe06c12706d47e35211	-25	-12.5	-25	-25	-87.5
5e820eb36551aa02fd72e1dc	25	25	25	25	100
5e8a69c836bc63718a82cb90	25	25	25	25	100
5e8cc937ee95da07853f938c	-25	-12.5	-25	-25	-87.5
5e974eb244b6d01f4117d2fa	-25	-25	-25	-25	-100
5e9aa65a9d211b140b6919f7	0	0	0	0	0
5e9b5d5193295f05c902b8d2	-25	-25	12.5	-12.5	-50
5e9f29c46a466e0a35c28dea	-25	-12.5	-12.5	-25	-75
5e9f877ee0b0960f3d2b6d30	-25	-25	-25	-25	-100
5e9fb7abfd5f41161dd5e86c	-25	25	-25	-12.5	-37.5
5ea3694d838a642e5790ec0a	25	25	12.5	25	87.5
5ea59a7f050d8e584db8fc9f	12.5	12.5	0	12.5	37.5
5ea70b0537c5170b90ece8ac	-25	-25	-25	-25	-100
5ea8154dcfd4dd20473ed88e	-25	-25	-12.5	-25	-87.5
5ea89d0c5a0a9c12978f8263	25	25	0	25	75
5ea9d795dec14d13eb7af3d9	-25	-25	12.5	-12.5	-50
5eae37af3ac6885048af8db3	25	25	12.5	25	87.5
5eaf6d165753b3670ba59587	-25	12.5	12.5	-25	-25
5eb6df62c23fbf5e87db6b4b	-25	12.5	-25	-12.5	-50
5eb9af967fbf4b0d17bbe946	-25	-12.5	-12.5	-25	-75
5ebb96b6cd673a0008ace9ce	-25	-12.5	-25	-12.5	-75
5ebd28d1daa4d019c5223494	0	12.5	0	0	12.5
5ec17a2e02be030625eaff6e	25	25	25	12.5	87.5
5ec3fd9d5bfab129aab8ea76	-25	-25	0	-25	-75
5ec49137e7928537488485ea	-25	-25	-25	25	-50
5ec59e86c9569f5e8000717b	25	-25	-25	-25	-50
5ec6963cbd8f9609fa549c29	-25	12.5	-12.5	-12.5	-37.5
5eca8de81197051fa92b5a6a	25	25	25	25	100
5eced6d2509c242ecfef72f6	-25	25	25	-25	0
5ecefd67a52fd0326edb9104	-25	0	-25	0	-50
5ed53833cb34a1098e5e2bce	25	25	12.5	25	87.5
5ed856ab1f4a23368be98b1a	12.5	12.5	0	0	25
5ed85fbefd7ffe37615b73a4	25	12.5	25	25	87.5
5ed9711cfca3941553f2cfd8	-25	-25	-25	-25	-100
5edd2225676334a0e631b7d0	-25	25	12.5	-25	-12.5
5eddb464a77718acaaa72ab5	25	12.5	12.5	12.5	62.5
5edf222d1b8bce1bdd61cd2d	-25	-25	-25	-25	-100
5ee256134d95f435aa78964e	-25	-25	-12.5	-25	-87.5
5ee7f5443496da0e8d2203b9	25	12.5	25	12.5	75
5eea8c867fc2f31a422f3332	-25	-25	-25	-25	-100
5eebe4e6e61002183aec9b70	25	12.5	12.5	12.5	62.5
5eecf1789af5910cfeb71b53	-25	12.5	-12.5	-12.5	-37.5
5eed22ef1537c7128cca6aaa	-25	-25	-25	-25	-100
5ef37831c37ebb0bbd2d3e03	25	25	25	12.5	87.5
5ef3832ddd7d5a0f19b24f20	0	0	0	0	0
5ef42ba59401801d9f859e2d	25	0	12.5	0	37.5
5ef4b8cf1f15df0ae9c7a706	25	12.5	12.5	12.5	62.5
5ef517ab79cf2c15b7452eda	-25	12.5	-12.5	-12.5	-37.5
5ef6601481666334a551ebe7	25	12.5	12.5	12.5	62.5
5ef8a12a3d2f1501130a10fe	-25	-12.5	12.5	25	0
5ef90b249bafa50a311593ae	-25	-25	-25	-25	-100
5efaffccf90911000c95a3cb	25	12.5	12.5	12.5	62.5
5efbdfe2d66b1418c2ba858a	-25	-12.5	-12.5	-25	-75
5effca0389eb590c6eed8d4d	25	0	12.5	12.5	50
5f033adcd2fab64efd3502d2	25	25	0	0	50
5f07b62e0e3ac43ea9d490c6	-25	-25	-25	-25	-100
5f0d80235538920188691da0	-25	-25	-25	-25	-100
5f0f5df48a1b1a114c3dacc5	25	25	25	25	100
5f129bc4329d461f67269693	-25	-12.5	-25	-25	-87.5
5f130f09fb14da018aa6bd19	-25	25	-12.5	-25	-37.5
5f13c80de764c617c6b83856	-25	0	-12.5	-12.5	-50
5f14606495f8a710716e860e	25	12.5	25	25	87.5
5f16c677bc5f86028f33fc62	-25	25	0	-25	-25
5f18a43ed0b0db0b6f0fc067	25	25	12.5	12.5	75
5f1fec6a43c2810190bb090c	25	0	0	12.5	37.5
5f20958e8fd66c3a46f2a8ed	25	25	25	12.5	87.5
5f2280c4a4474574b3704136	25	0	0	0	25
5f22bdb732432502a2615f3f	25	25	25	25	100
5f24993238b9f80892adf099	-25	25	0	-12.5	-12.5
5f289485f876761d798df65c	25	25	25	25	100
5f2afd90fcefd547f0ee556f	25	25	25	12.5	87.5
5f2d53adba96c505ddce8cca	-25	-25	25	-25	-50
5f2dad07a2eef40aaef6edb6	-25	-25	-25	12.5	-62.5
5f2f0cf0d71f252d5f27fd43	12.5	12.5	0	-12.5	12.5
5f3847dff97940117558fe41	25	-25	-25	25	0
5f3aff819bf5ad209a13d568	12.5	12.5	12.5	12.5	50
5f3c23cbcee6b3a3c4faff76	-25	-25	-25	-25	-100
5f3ca79ef7a589000aec48a8	-25	25	-25	-25	-50
5f3d42de03555c0832cbef73	25	0	0	0	25
5f418cefd9276f12b4facdaf	-25	-12.5	-25	-25	-87.5
5f42167916548e3e557a1e6a	25	0	25	12.5	62.5
5f43f77111f9d6135624012a	-25	25	-25	-25	-50
5f48c192be8b6224c26c3e50	-12.5	-25	-12.5	-25	-75
5f49f3262a3d07563d14a7f1	-25	-25	-25	-25	-100
5f4d296913fe2f98d46f520c	12.5	12.5	12.5	12.5	50
5f4d3cb5fdda0b2c403fb801	25	25	12.5	12.5	75
5f4d53f96aa639a0d605052e	-12.5	-12.5	0	0	-25
5f4e7311fe19f004679bd5c0	25	25	25	25	100
5f4efbf90b8cc113d26921a4	-25	-25	25	25	0
5f4f1795c7230316afc2b88a	-25	-25	-25	-25	-100
5f4fd146ee39f70f490889c9	25	25	25	25	100
5f500418133110165a1539a9	-25	-25	-25	-25	-100
5f504fd2cc049d1cbf29c40d	25	25	25	25	100
5f50732850c7c600098593df	25	25	25	25	100
5f50b1bbe29c992335098fb1	25	12.5	12.5	25	75
5f556bd46e6c4c93a5a90c77	25	25	25	25	100
5f67eb3f24636b4105db4826	25	25	25	25	100
5f6aacb57829231956ac4fdc	-25	-12.5	-25	-25	-87.5
5f6b8930b9d9530b1b065360	-25	25	-12.5	-12.5	-25
5f6d0c1efaad4d16c44fdd6d	12.5	0	12.5	25	50
5f77e8c2d3a6412174d44f04	25	12.5	0	25	62.5
5f7adf44d2ddfa74d5019c3d	25	25	25	25	100
5f8120ed0c4ed61e386b4302	-25	-12.5	-12.5	0	-50
5f81c992a0cd54099ebcfe6a	-25	-12.5	-25	-25	-87.5
5f877e0715f8781a0c7c3ab8	25	25	25	25	100
5f878ac24e7e5f1ba4237c09	25	25	12.5	12.5	75
5f88dbd56a6aff03a935b5f8	25	-12.5	0	25	37.5
5f898a035298a803c5a7b8d1	-25	-25	-25	-25	-100
5f91d9adb450ef0b0940c4bd	-12.5	12.5	-12.5	-12.5	-25
5f933204ec8f5f0df7afa903	-25	-12.5	25	-12.5	-25
5f94a8e7fa8c422fc88940b0	-25	-25	-25	-25	-100
5f95a44920f542417f4263cb	25	25	25	25	100
5f974c72a0ed8c0f9ce724ea	25	25	25	25	100
5f99dafa8e84910baf8acc99	-25	-25	-25	-25	-100
5f9b38f233305e3307c04b30	-12.5	12.5	0	-12.5	-12.5
5f9d53c5a1f16e2576a935ed	-12.5	25	12.5	25	50
5f9d6c8b87770828f1f08fbe	-25	-25	-25	-25	-100
5f9fb315ae6f085ff96c0cac	25	25	25	25	100
5f9fdfd04296cb0102563f84	-25	-25	-25	-25	-100
5fa0ec6d81b63717a99bcb31	-25	12.5	0	0	-12.5
